,time_ilp,time_sat,list,num_of_operations,operations
0,3.00905704498291,0.7307488918304443,"['6', '4', '2', '1', '5', '7', '3']",4,"{5: [(1, 3, 2), (2, 5, 3), (3, 5, 4), (3, 6, 1), (6, 7, 5)], 4: [(1, 4, 4), (3, 4, 1), (4, 6, 2), (6, 7, 3)]}"
1,3.8521149158477783,0.6901440620422363,"['6', '5', '1', '4', '3', '7', '2']",4,"{5: [(1, 3, 5), (2, 5, 1), (3, 5, 3), (3, 6, 4), (5, 7, 2)], 4: [(1, 3, 3), (2, 3, 2), (2, 6, 1), (6, 7, 4)]}"
2,0.906451940536499,0.6634697914123535,"['5', '4', '7', '6', '1', '3', '2']",3,"{5: [(1, 2, 4), (1, 3, 1), (1, 7, 5), (4, 6, 3), (5, 7, 2)], 3: [(1, 5, 1), (3, 4, 2), (3, 7, 3)]}"
3,1.0763311386108398,0.6741149425506592,"['2', '1', '5', '6', '4', '7', '3']",4,"{5: [(1, 2, 5), (3, 5, 1), (4, 6, 3), (5, 6, 4), (5, 7, 2)], 4: [(1, 2, 1), (3, 7, 4), (4, 5, 3), (5, 7, 2)]}"
4,0.8306112289428711,0.7427389621734619,"['1', '4', '7', '3', '5', '2', '6']",4,"{5: [(2, 3, 3), (3, 4, 1), (3, 4, 4), (3, 7, 5), (4, 6, 2)], 4: [(2, 4, 3), (3, 6, 1), (3, 7, 4), (4, 5, 2)]}"
5,3.2515900135040283,0.80684494972229,"['2', '4', '5', '1', '6', '7', '3']",4,"{5: [(1, 3, 3), (2, 3, 2), (2, 5, 4), (3, 6, 1), (6, 7, 5)], 4: [(1, 3, 4), (1, 5, 1), (3, 6, 3), (3, 7, 2)]}"
6,0.5954139232635498,0.8113076686859131,"['3', '2', '1', '7', '6', '4', '5']",3,"{5: [(1, 3, 1), (3, 4, 3), (3, 4, 4), (4, 5, 2), (4, 7, 5)], 3: [(1, 3, 1), (4, 5, 2), (4, 7, 3)]}"
7,0.20476818084716797,0.6956808567047119,"['4', '1', '3', '5', '7', '6', '2']",4,"{5: [(1, 3, 2), (2, 4, 4), (2, 5, 3), (3, 4, 1), (5, 7, 5)], 4: [(1, 2, 4), (2, 4, 1), (4, 5, 2), (5, 7, 3)]}"
8,2.1393470764160156,0.8129439353942871,"['5', '6', '3', '2', '7', '1', '4']",4,"{5: [(1, 3, 2), (2, 6, 1), (3, 6, 4), (5, 6, 3), (5, 7, 5)], 4: [(1, 6, 4), (2, 4, 2), (3, 4, 3), (4, 7, 1)]}"
9,0.33155107498168945,0.7304081916809082,"['3', '5', '1', '4', '2', '7', '6']",4,"{5: [(1, 3, 1), (2, 3, 3), (3, 5, 2), (3, 5, 4), (6, 7, 5)], 4: [(1, 3, 1), (2, 5, 2), (3, 4, 3), (6, 7, 4)]}"
10,0.6552419662475586,0.657865047454834,"['5', '6', '3', '1', '2', '4', '7']",3,"{5: [(1, 4, 5), (2, 3, 2), (3, 4, 4), (3, 5, 3), (4, 6, 1)], 3: [(1, 2, 1), (1, 5, 3), (4, 6, 2)]}"
11,0.75785231590271,0.8134610652923584,"['4', '6', '2', '1', '5', '3', '7']",3,"{5: [(1, 4, 5), (3, 6, 1), (4, 5, 3), (4, 6, 4), (5, 6, 2)], 3: [(1, 4, 3), (3, 6, 1), (4, 5, 2)], 4: [(1, 4, 4), (3, 4, 1), (3, 4, 3), (4, 6, 2)]}"
12,1.4762318134307861,0.8371791839599609,"['2', '6', '7', '3', '1', '4', '5']",4,"{5: [(1, 5, 5), (2, 3, 2), (3, 5, 4), (4, 6, 3), (5, 7, 1)], 4: [(1, 3, 1), (1, 4, 4), (2, 5, 2), (2, 7, 3)]}"
13,1.03839111328125,0.7265980243682861,"['1', '3', '7', '5', '4', '6', '2']",4,"{5: [(2, 4, 2), (2, 5, 1), (3, 5, 4), (3, 7, 5), (4, 6, 3)], 4: [(2, 3, 2), (3, 7, 4), (4, 5, 3), (5, 6, 1)]}"
14,0.7034950256347656,0.7579240798950195,"['7', '1', '4', '5', '6', '3', '2']",3,"{5: [(1, 2, 5), (2, 3, 1), (2, 5, 4), (2, 6, 2), (5, 7, 3)], 3: [(1, 2, 3), (2, 7, 1), (3, 5, 2)]}"
15,1.376528024673462,0.8376891613006592,"['7', '1', '5', '3', '2', '4', '6']",4,"{5: [(1, 2, 5), (2, 5, 4), (4, 6, 3), (5, 6, 1), (5, 7, 2)], 4: [(1, 6, 1), (1, 7, 4), (2, 3, 2), (3, 5, 3)]}"
16,0.061447858810424805,0.5675289630889893,"['4', '5', '6', '7', '1', '3', '2']",2,"{5: [(1, 3, 2), (2, 4, 4), (3, 4, 1), (3, 6, 3), (4, 7, 5)], 2: [(1, 5, 2), (2, 7, 1)]}"
