,time_ilp,time_sat,list,num_of_operations,operations
0,45.59840726852417,3.0287740230560303,"['6', '-4', '5', '-1', '3', '-2']",6,"{10: [(1, 2, 10), (1, 3, 6), (1, 4, 2), (1, 6, 3), (2, 2, 7), (2, 3, 8), (2, 5, 5), (3, 5, 1), (4, 6, 4), (5, 5, 9)], 6: [(1, 1, 4), (1, 4, 5), (2, 6, 2), (3, 5, 6), (3, 6, 1), (4, 5, 3)]}"
1,92.75550603866577,4.206971883773804,"['-4', '2', '6', '-3', '5', '-1']",6,"{11: [(1, 1, 11), (1, 4, 5), (1, 5, 6), (2, 4, 4), (2, 6, 3), (2, 6, 7), (3, 3, 10), (3, 5, 2), (4, 4, 8), (4, 5, 1), (5, 5, 9)], 7: [(1, 1, 5), (1, 2, 6), (2, 3, 2), (2, 6, 7), (3, 4, 1), (3, 5, 3), (5, 6, 4)], 8: [(1, 6, 7), (2, 2, 3), (2, 3, 2), (2, 4, 4), (2, 6, 6), (4, 5, 8), (4, 6, 5), (6, 6, 1)], 6: [(1, 6, 3), (2, 3, 5), (2, 5, 1), (3, 4, 6), (3, 6, 2), (4, 4, 4)]}"
2,39.616775035858154,2.0945920944213867,"['5', '3', '-1', '-4', '-2', '6']",4,"{10: [(1, 1, 9), (1, 2, 6), (1, 2, 7), (1, 4, 5), (2, 3, 1), (2, 4, 10), (3, 4, 3), (3, 4, 8), (4, 5, 4), (5, 5, 2)], 6: [(1, 3, 6), (2, 3, 4), (2, 5, 3), (3, 3, 2), (3, 3, 5), (3, 4, 1)], 7: [(1, 3, 7), (2, 2, 2), (2, 3, 3), (2, 4, 5), (3, 3, 6), (3, 4, 1), (3, 5, 4)], 4: [(1, 3, 4), (2, 2, 1), (2, 3, 2), (3, 5, 3)]}"
3,9.348198890686035,1.9277009963989256,"['-2', '-6', '-5', '1', '-3', '-4']",4,"{10: [(1, 3, 5), (2, 2, 4), (2, 4, 2), (2, 6, 7), (3, 4, 1), (3, 4, 3), (3, 4, 6), (4, 5, 8), (4, 5, 10), (4, 6, 9)], 5: [(1, 2, 2), (2, 3, 3), (2, 6, 5), (3, 4, 1), (3, 4, 4)], 6: [(1, 2, 3), (2, 4, 6), (3, 4, 1), (3, 4, 2), (3, 5, 5), (4, 6, 4)], 4: [(1, 2, 2), (2, 4, 4), (3, 5, 3), (4, 6, 1)]}"
4,71.54161381721497,3.073692321777344,"['-2', '-3', '-6', '4', '-5', '-1']",5,"{10: [(1, 2, 1), (2, 2, 3), (2, 4, 5), (2, 5, 10), (3, 5, 8), (3, 6, 4), (3, 6, 9), (4, 4, 2), (4, 6, 6), (5, 6, 7)], 5: [(1, 2, 2), (2, 3, 3), (3, 6, 5), (4, 5, 4), (5, 5, 1)], 6: [(1, 6, 4), (2, 5, 2), (3, 6, 1), (4, 5, 5), (5, 5, 6), (5, 6, 3)]}"
5,38.208431005477905,4.015721082687378,"['4', '6', '-1', '5', '2', '3']",5,"{11: [(1, 1, 10), (1, 2, 8), (1, 3, 5), (1, 4, 7), (2, 3, 11), (2, 5, 6), (3, 4, 1), (3, 4, 4), (4, 5, 2), (5, 6, 3), (6, 6, 9)], 6: [(1, 3, 4), (1, 4, 1), (1, 4, 6), (2, 4, 3), (2, 6, 2), (3, 4, 5)], 7: [(1, 2, 2), (1, 5, 1), (2, 3, 6), (3, 4, 4), (3, 4, 5), (3, 4, 7), (3, 6, 3)], 5: [(1, 3, 4), (2, 6, 3), (4, 4, 1), (4, 5, 2), (5, 6, 5)]}"
6,26.23873281478882,2.4835469722747803,"['-2', '6', '-3', '-1', '-5', '-4']",4,"{11: [(1, 6, 5), (1, 6, 7), (1, 6, 11), (2, 4, 10), (2, 5, 2), (2, 6, 6), (2, 6, 9), (3, 3, 3), (3, 4, 1), (3, 6, 4), (5, 5, 8)], 6: [(1, 2, 2), (1, 3, 5), (1, 3, 6), (2, 2, 3), (2, 4, 4), (4, 6, 1)], 4: [(1, 1, 1), (1, 2, 3), (2, 4, 4), (4, 6, 2)]}"
7,5.512413024902344,2.3549909591674805,"['-6', '1', '-5', '2', '3', '4']",4,"{10: [(1, 1, 1), (1, 1, 7), (1, 1, 10), (1, 6, 8), (2, 3, 4), (2, 3, 5), (2, 5, 2), (2, 6, 9), (3, 5, 3), (6, 6, 6)], 5: [(1, 1, 2), (1, 4, 3), (1, 6, 4), (2, 3, 5), (5, 5, 1)], 6: [(1, 4, 1), (1, 6, 6), (3, 3, 2), (3, 4, 3), (3, 4, 5), (3, 5, 4)], 4: [(1, 5, 1), (1, 6, 2), (3, 5, 3), (3, 6, 4)]}"
8,78.66492104530334,1.85111665725708,"['-1', '6', '2', '3', '5', '4']",5,"{9: [(1, 2, 9), (1, 3, 6), (1, 6, 1), (1, 6, 5), (1, 6, 7), (2, 5, 8), (3, 5, 3), (3, 6, 4), (4, 6, 2)], 5: [(1, 3, 1), (1, 4, 5), (3, 4, 2), (3, 6, 3), (4, 5, 4)]}"
9,4.756335973739624,2.061242818832397,"['5', '-3', '-4', '6', '-2', '-1']",4,"{10: [(1, 2, 5), (2, 3, 7), (2, 5, 3), (3, 4, 1), (3, 5, 8), (4, 5, 4), (4, 5, 9), (4, 6, 10), (5, 5, 6), (6, 6, 2)], 5: [(1, 4, 3), (2, 5, 4), (3, 4, 1), (3, 6, 2), (3, 6, 5)], 6: [(1, 3, 1), (1, 6, 4), (2, 4, 3), (2, 4, 5), (2, 6, 6), (5, 6, 2)], 4: [(1, 4, 4), (1, 6, 1), (2, 3, 2), (3, 4, 3)]}"
