,details,elapsed_time,list,num_of_clauses,num_of_operations,operations
0,"{1: (False, 0.21504688262939453), 14: (True, 2.444422960281372), 8: (True, 0.5608611106872559), 9: (True, 2.496365785598755), 5: (False, 0.9380388259887695), 6: (False, 2.8555099964141846), 7: (True, 1.8436050415039062)}",11.885887861251831,"['-5', '-3', '2', '-7', '-4', '-6', '-1']",239651,6,"{13: [(1, 1, 11), (1, 4, 2), (2, 3, 6), (2, 3, 13), (2, 5, 8), (2, 6, 5), (2, 7, 1), (3, 4, 10), (3, 7, 4), (3, 7, 12), (4, 6, 7), (5, 5, 3), (6, 7, 9)], 7: [(1, 2, 2), (1, 3, 6), (2, 4, 5), (3, 5, 1), (4, 5, 4), (4, 6, 3), (4, 7, 7)], 8: [(1, 7, 4), (2, 4, 2), (2, 6, 7), (3, 6, 6), (3, 7, 1), (4, 7, 8), (5, 7, 3), (5, 7, 5)], 6: [(1, 5, 1), (2, 6, 5), (3, 6, 4), (4, 4, 2), (4, 7, 6), (5, 5, 3)]}"
1,"{1: (False, 0.20008492469787598), 13: (True, 7.694914817810059), 7: (True, 0.5426580905914307), 8: (True, 5.418323993682861), 4: (False, 0.3960740566253662), 5: (False, 1.156813144683838), 6: (False, 3.3091981410980225)}",19.215686082839966,"['5', '-4', '-1', '3', '6', '-2', '7']",221330,6,"{12: [(1, 3, 4), (1, 4, 2), (1, 5, 7), (1, 5, 9), (1, 6, 12), (2, 5, 1), (2, 6, 3), (2, 6, 6), (3, 4, 5), (3, 5, 11), (3, 6, 10), (4, 6, 8)], 6: [(1, 2, 4), (1, 4, 5), (2, 5, 3), (2, 6, 1), (3, 3, 2), (3, 3, 6)], 7: [(1, 2, 2), (1, 6, 7), (2, 2, 1), (2, 4, 6), (4, 4, 4), (4, 5, 5), (5, 6, 3)]}"
2,"{1: (False, 0.16727995872497559), 12: (True, 5.838019132614136), 7: (False, 22.007308959960938), 8: (True, 0.4693441390991211)}",28.87487292289734,"['-7', '-3', '4', '-5', '2', '-1', '6']",203009,7,"{11: [(1, 4, 1), (1, 4, 8), (1, 5, 10), (1, 6, 9), (2, 4, 2), (2, 6, 6), (3, 7, 4), (5, 5, 5), (5, 7, 3), (6, 7, 7), (6, 7, 11)], 7: [(1, 6, 7), (2, 2, 2), (3, 3, 5), (3, 5, 1), (5, 6, 3), (5, 6, 6), (5, 7, 4)]}"
3,"{1: (False, 0.19196295738220215), 13: (True, 2.856724977493286), 7: (False, 25.03919506072998), 8: (True, 6.938273191452026)}",35.456031799316406,"['-1', '3', '7', '5', '-4', '6', '2']",221330,7,"{12: [(1, 2, 1), (1, 2, 7), (1, 4, 8), (2, 3, 6), (2, 4, 5), (2, 6, 12), (2, 7, 10), (2, 7, 11), (3, 7, 9), (4, 7, 3), (6, 6, 4), (6, 7, 2)], 7: [(1, 3, 7), (1, 7, 2), (2, 4, 3), (2, 5, 1), (3, 7, 6), (4, 4, 4), (6, 6, 5)]}"
4,"{1: (False, 0.16695785522460938), 12: (True, 4.138920783996582), 7: (False, 21.187727212905884), 8: (True, 1.9936749935150146)}",27.878365755081177,"['7', '6', '3', '-2', '-4', '5', '-1']",203009,7,"{11: [(1, 2, 9), (1, 3, 1), (1, 3, 5), (1, 4, 7), (1, 4, 10), (2, 4, 4), (2, 5, 2), (2, 5, 11), (3, 4, 3), (4, 5, 6), (4, 7, 8)], 7: [(1, 4, 5), (1, 6, 7), (1, 7, 3), (2, 3, 1), (2, 5, 4), (4, 4, 2), (4, 6, 6)]}"
5,"{1: (False, 0.2220468521118164), 14: (True, 2.367810010910034), 8: (True, 0.6318109035491943), 9: (True, 1.5791537761688232), 5: (False, 0.8311967849731445), 6: (False, 2.869732141494751), 7: (True, 0.5396428108215332)}",9.5608229637146,"['7', '1', '2', '-5', '3', '-6', '4']",239651,6,"{13: [(1, 3, 5), (1, 5, 4), (1, 7, 13), (2, 3, 8), (2, 3, 9), (2, 7, 6), (3, 4, 2), (3, 5, 12), (3, 7, 11), (4, 5, 3), (5, 6, 10), (5, 7, 7), (6, 7, 1)], 7: [(1, 1, 7), (1, 5, 2), (1, 7, 3), (2, 6, 5), (3, 5, 1), (3, 6, 4), (5, 7, 6)], 8: [(1, 1, 4), (1, 6, 6), (2, 6, 8), (3, 5, 3), (3, 7, 2), (4, 6, 1), (4, 7, 5), (6, 6, 7)], 6: [(1, 3, 2), (1, 4, 4), (4, 6, 5), (4, 7, 1), (4, 7, 6), (6, 7, 3)]}"
6,"{1: (False, 0.20994305610656738), 12: (True, 0.5623259544372559), 7: (True, 0.9414269924163818), 8: (True, 0.5885131359100342), 4: (False, 0.43204307556152344), 5: (False, 0.701901912689209), 6: (True, 0.820080041885376)}",4.7337939739227295,"['1', '5', '2', '3', '-7', '6', '4']",203009,5,"{11: [(1, 1, 7), (1, 1, 8), (2, 4, 4), (2, 4, 11), (3, 3, 6), (3, 4, 5), (3, 5, 1), (4, 5, 2), (5, 7, 3), (6, 6, 10), (7, 7, 9)], 5: [(2, 6, 2), (3, 3, 4), (3, 6, 5), (4, 7, 1), (7, 7, 3)], 7: [(2, 3, 5), (2, 5, 2), (3, 6, 7), (3, 7, 4), (5, 6, 1), (5, 6, 6), (6, 7, 3)]}"
7,"{1: (False, 0.19722509384155273), 13: (True, 2.015198230743408), 7: (False, 28.565595149993896), 8: (True, 0.9108028411865234)}",32.179402112960815,"['-3', '4', '-1', '7', '2', '-5', '6']",221330,7,"{12: [(1, 1, 11), (1, 5, 6), (1, 5, 10), (1, 7, 3), (2, 6, 7), (3, 3, 9), (3, 6, 2), (3, 6, 8), (4, 7, 4), (6, 7, 1), (6, 7, 12), (7, 7, 5)], 7: [(1, 3, 6), (1, 6, 2), (1, 6, 5), (1, 7, 4), (3, 3, 1), (3, 6, 7), (6, 7, 3)]}"
8,"{1: (False, 0.18198299407958984), 13: (True, 4.400126934051514), 7: (True, 1.2234959602355957), 8: (True, 5.000720977783203), 4: (False, 0.40960001945495605), 5: (False, 0.8532350063323975), 6: (False, 2.5992329120635986)}",15.129989862442017,"['-4', '6', '-5', '-1', '7', '3', '2']",221330,6,"{12: [(1, 2, 9), (1, 5, 10), (1, 7, 11), (2, 3, 12), (2, 5, 2), (2, 6, 4), (3, 6, 5), (4, 4, 3), (4, 6, 8), (4, 7, 7), (5, 7, 1), (6, 6, 6)], 6: [(1, 6, 4), (2, 2, 2), (2, 5, 1), (2, 6, 6), (3, 6, 3), (3, 7, 5)]}"
9,"{1: (False, 0.16380620002746582), 11: (True, 0.5432767868041992), 6: (False, 3.8509509563446045), 7: (True, 1.4310710430145264)}",6.421869993209839,"['-3', '2', '6', '-5', '4', '-1', '7']",184688,6,"{10: [(1, 3, 4), (2, 2, 2), (3, 3, 5), (3, 3, 9), (3, 5, 1), (3, 5, 3), (3, 6, 6), (5, 5, 7), (5, 7, 8), (5, 7, 10)], 6: [(1, 1, 3), (1, 6, 2), (2, 5, 4), (3, 3, 5), (3, 6, 1), (5, 5, 6)]}"
