,details,elapsed_time,list,num_of_clauses,num_of_operations,operations
0,"{3: (True, 0.049365997314453125), 2: (False, 0.04470205307006836)}",0.18272805213928223,"['4', '2', '3', '1']",2508,2,"{2: [(1, 4, 1), (2, 3, 2)]}"
1,"{3: (False, 0.03134298324584961)}",0.10068035125732422,"['3', '1', '4', '2']",2508,3,{}
2,"{2: (True, 0.03319978713989258)}",0.10226607322692871,"['4', '3', '2', '1']",2508,1,"{1: [(1, 4, 1)]}"
3,"{3: (True, 0.030505895614624023), 2: (False, 0.02964615821838379)}",0.13814806938171387,"['2', '3', '1', '4']",2508,2,"{2: [(1, 3, 2), (2, 3, 1)]}"
4,"{3: (True, 0.042877197265625), 2: (False, 0.028564929962158203)}",0.15010499954223633,"['4', '2', '3', '1']",2508,2,"{2: [(1, 4, 1), (2, 3, 2)]}"
5,"{3: (True, 0.0317072868347168), 2: (False, 0.02978801727294922)}",0.14088821411132812,"['4', '2', '3', '1']",2508,2,"{2: [(1, 4, 1), (2, 3, 2)]}"
6,"{3: (True, 0.03121495246887207), 2: (False, 0.02978515625)}",0.13888311386108398,"['3', '4', '2', '1']",2508,2,"{2: [(1, 2, 2), (1, 4, 1)]}"
7,"{3: (True, 0.03156685829162598), 2: (False, 0.03745102882385254)}",0.14879417419433594,"['4', '2', '3', '1']",2508,2,"{2: [(1, 4, 1), (2, 3, 2)]}"
8,"{3: (True, 0.03206610679626465), 2: (False, 0.02922201156616211)}",0.15214014053344727,"['2', '3', '4', '1']",2508,2,"{2: [(1, 3, 2), (1, 4, 1)]}"
9,"{3: (True, 0.031889915466308594), 2: (False, 0.030474185943603516)}",0.13840508460998535,"['4', '1', '2', '3']",2508,2,"{2: [(1, 4, 1), (2, 4, 2)]}"
10,"{2: (True, 0.030234813690185547)}",0.1022489070892334,"['1', '2', '4', '3']",2508,1,"{1: [(3, 4, 1)]}"
11,"{3: (False, 0.04354715347290039)}",0.12119913101196289,"['2', '4', '1', '3']",2508,3,{}
12,"{3: (True, 0.03148698806762695), 2: (False, 0.028310775756835938)}",0.1498417854309082,"['4', '3', '1', '2']",2508,2,"{2: [(1, 4, 1), (3, 4, 2)]}"
13,"{3: (True, 0.032335758209228516), 2: (False, 0.03229403495788574)}",0.14341282844543457,"['2', '3', '4', '1']",2508,2,"{2: [(1, 3, 2), (1, 4, 1)]}"
14,"{3: (False, 0.03237605094909668)}",0.10154581069946289,"['3', '1', '4', '2']",2508,3,{}
15,"{3: (True, 0.03520774841308594), 2: (False, 0.03717398643493652)}",0.15207195281982422,"['2', '4', '3', '1']",2508,2,"{2: [(1, 2, 1), (2, 4, 2)]}"
16,"{3: (True, 0.03203105926513672), 2: (False, 0.03109574317932129)}",0.13754701614379883,"['3', '1', '2', '4']",2508,2,"{2: [(1, 2, 2), (2, 3, 1)]}"
17,"{3: (True, 0.03021073341369629), 2: (False, 0.033721208572387695)}",0.1391749382019043,"['3', '4', '1', '2']",2508,2,"{2: [(1, 3, 2), (2, 4, 1)]}"
18,"{2: (True, 0.031507015228271484)}",0.10268187522888184,"['2', '1', '3', '4']",2508,1,"{1: [(1, 2, 1)]}"
19,"{3: (True, 0.04038405418395996), 2: (False, 0.032196998596191406)}",0.15586090087890625,"['4', '1', '2', '3']",2508,2,"{2: [(1, 4, 1), (2, 4, 2)]}"
20,"{3: (False, 0.03685903549194336)}",0.10609698295593262,"['2', '4', '1', '3']",2508,3,{}
21,"{3: (False, 0.03377795219421387)}",0.10606813430786133,"['2', '4', '1', '3']",2508,3,{}
22,"{3: (True, 0.033048152923583984), 2: (False, 0.031198978424072266)}",0.1421651840209961,"['3', '4', '1', '2']",2508,2,"{2: [(1, 3, 2), (2, 4, 1)]}"
23,"{3: (True, 0.043087005615234375), 2: (False, 0.0301668643951416)}",0.15500998497009277,"['1', '3', '4', '2']",2508,2,"{2: [(2, 3, 1), (3, 4, 2)]}"
24,"{3: (True, 0.03502011299133301), 2: (False, 0.029757976531982422)}",0.14404511451721191,"['2', '3', '1', '4']",2508,2,"{2: [(1, 3, 2), (2, 3, 1)]}"
25,"{2: (True, 0.030114173889160156)}",0.10213088989257812,"['1', '4', '3', '2']",2508,1,"{1: [(2, 4, 1)]}"
26,"{3: (True, 0.030957937240600586), 2: (False, 0.04543495178222656)}",0.16912174224853516,"['2', '3', '4', '1']",2508,2,"{2: [(1, 3, 2), (1, 4, 1)]}"
27,"{3: (True, 0.03233194351196289), 2: (False, 0.031588077545166016)}",0.16142511367797852,"['4', '3', '1', '2']",2508,2,"{2: [(1, 4, 1), (3, 4, 2)]}"
28,"{3: (True, 0.03462982177734375), 2: (False, 0.030807971954345703)}",0.14505505561828613,"['2', '4', '3', '1']",2508,2,"{2: [(1, 2, 1), (2, 4, 2)]}"
29,"{3: (True, 0.032978057861328125), 2: (False, 0.029994964599609375)}",0.1518700122833252,"['3', '2', '4', '1']",2508,2,"{2: [(1, 3, 1), (3, 4, 2)]}"
