,details,elapsed_time,list,num_of_clauses,num_of_operations,operations
0,"{1: (False, 0.2377469539642334), 14: (True, 1.7744290828704834), 8: (True, 0.44237303733825684), 9: (True, 2.123427152633667), 5: (False, 0.4094061851501465), 6: (False, 2.3153209686279297), 7: (False, 15.309863090515137)}",23.09329915046692,"['-1', '-3', '5', '-7', '2', '-6', '-4']",239651,7,"{13: [(1, 4, 5), (1, 6, 13), (1, 7, 2), (2, 5, 10), (2, 6, 1), (2, 6, 7), (3, 6, 11), (3, 6, 12), (3, 7, 3), (4, 5, 8), (4, 5, 9), (6, 6, 4), (6, 7, 6)], 7: [(1, 2, 4), (1, 3, 2), (1, 4, 7), (1, 7, 1), (2, 3, 3), (3, 5, 5), (4, 7, 6)], 8: [(1, 3, 8), (1, 7, 6), (2, 5, 4), (2, 6, 2), (2, 7, 5), (3, 4, 1), (3, 5, 3), (3, 7, 7)]}"
1,"{1: (False, 0.24957704544067383), 15: (True, 2.317189931869507), 9: (True, 0.8762197494506836), 10: (True, 2.378403663635254), 6: (False, 1.8223390579223633), 7: (True, 0.3600029945373535)}",8.524220943450928,"['-7', '2', '-4', '-1', '5', '3', '-6']",257972,6,"{14: [(1, 4, 13), (1, 6, 1), (2, 3, 10), (2, 7, 12), (3, 3, 9), (3, 6, 8), (4, 4, 4), (4, 5, 3), (4, 6, 5), (4, 7, 14), (6, 6, 7), (6, 7, 2), (6, 7, 6), (6, 7, 11)], 8: [(1, 7, 4), (2, 6, 5), (3, 4, 1), (4, 6, 8), (5, 5, 3), (6, 6, 2), (6, 6, 6), (6, 7, 7)], 9: [(1, 7, 2), (2, 6, 4), (3, 5, 1), (3, 5, 9), (4, 4, 3), (4, 4, 6), (4, 6, 5), (4, 7, 8), (5, 5, 7)], 6: [(1, 2, 5), (1, 4, 3), (1, 7, 6), (2, 3, 2), (2, 6, 4), (3, 4, 1)]}"
2,"{1: (False, 0.21138405799865723), 12: (True, 0.8863990306854248), 7: (True, 0.6719391345977783), 8: (True, 0.6165528297424316), 4: (False, 0.23540210723876953), 5: (False, 0.39861297607421875), 6: (False, 2.255424976348877)}",5.736851930618286,"['-1', '-2', '-6', '4', '5', '7', '-3']",203009,6,"{11: [(1, 2, 7), (1, 2, 9), (1, 3, 5), (1, 4, 3), (1, 5, 4), (1, 5, 8), (1, 7, 11), (2, 5, 2), (2, 7, 6), (4, 5, 10), (4, 7, 1)], 6: [(1, 1, 1), (2, 3, 5), (2, 4, 3), (3, 4, 4), (3, 7, 2), (4, 6, 6)], 7: [(1, 2, 7), (1, 6, 4), (1, 7, 3), (2, 7, 6), (3, 6, 5), (4, 6, 1), (5, 6, 2)]}"
3,"{1: (False, 0.31284308433532715), 14: (True, 1.8129379749298096), 8: (True, 0.8497171401977539), 9: (True, 0.8610930442810059), 5: (False, 0.5190730094909668), 6: (False, 3.012882947921753), 7: (True, 1.8933582305908203)}",9.87345004081726,"['1', '-7', '-5', '-3', '6', '2', '-4']",239651,6,"{13: [(1, 1, 3), (1, 2, 10), (1, 4, 4), (1, 5, 13), (1, 7, 5), (2, 6, 8), (2, 7, 12), (3, 6, 1), (4, 7, 6), (4, 7, 7), (5, 7, 2), (6, 7, 11), (7, 7, 9)], 7: [(2, 2, 1), (2, 3, 3), (2, 3, 6), (3, 4, 4), (3, 4, 7), (4, 6, 5), (4, 7, 2)], 8: [(2, 7, 3), (2, 7, 7), (3, 4, 8), (3, 5, 6), (4, 7, 2), (5, 7, 4), (6, 6, 5), (7, 7, 1)], 6: [(2, 2, 2), (2, 4, 3), (2, 5, 4), (2, 7, 6), (3, 6, 1), (5, 6, 5)]}"
4,"{1: (False, 0.20778393745422363), 11: (True, 0.765007734298706), 6: (True, 0.2877810001373291), 7: (True, 0.4618408679962158), 3: (False, 0.22831511497497559), 4: (False, 0.2655627727508545), 5: (True, 0.3966667652130127)}",3.036371946334839,"['-1', '6', '-7', '3', '4', '5', '2']",184688,4,"{10: [(1, 2, 2), (1, 3, 6), (2, 2, 9), (2, 3, 5), (2, 6, 8), (2, 7, 10), (3, 6, 4), (3, 6, 7), (6, 7, 3), (7, 7, 1)], 5: [(1, 1, 2), (2, 4, 4), (3, 7, 3), (4, 7, 5), (7, 7, 1)], 6: [(1, 5, 1), (1, 6, 3), (3, 3, 5), (4, 7, 2), (6, 6, 4), (6, 6, 6)], 4: [(1, 5, 1), (1, 6, 4), (4, 7, 3), (7, 7, 2)]}"
5,"{1: (False, 0.2660210132598877), 14: (True, 3.512212038040161), 8: (True, 2.074892044067383), 9: (True, 0.479017972946167), 5: (False, 0.42410707473754883), 6: (False, 2.296717643737793), 7: (False, 14.365103960037231)}",23.908045053482056,"['-5', '-3', '7', '2', '1', '6', '-4']",239651,7,"{13: [(1, 4, 5), (1, 6, 3), (1, 6, 6), (1, 7, 2), (2, 3, 7), (2, 4, 8), (4, 5, 11), (4, 6, 10), (4, 6, 12), (5, 6, 1), (5, 6, 4), (5, 6, 9), (5, 7, 13)], 7: [(1, 3, 6), (1, 7, 2), (3, 4, 4), (3, 5, 3), (3, 6, 1), (4, 6, 5), (5, 7, 7)], 8: [(1, 2, 1), (1, 4, 6), (1, 6, 4), (1, 6, 8), (2, 3, 5), (2, 7, 2), (2, 7, 7), (4, 4, 3)]}"
6,"{1: (False, 0.2377758026123047), 13: (True, 1.9527089595794678), 7: (True, 0.6333942413330078), 8: (True, 0.887641191482544), 4: (False, 0.298504114151001), 5: (False, 0.48064708709716797), 6: (False, 1.550241231918335)}",6.493396997451782,"['-6', '3', '-7', '-4', '5', '1', '2']",221330,6,"{12: [(1, 1, 12), (1, 2, 9), (1, 5, 4), (1, 5, 8), (1, 5, 10), (1, 6, 7), (2, 2, 5), (2, 7, 11), (3, 6, 6), (3, 7, 3), (5, 6, 1), (5, 7, 2)], 6: [(1, 2, 4), (1, 7, 6), (3, 5, 1), (4, 5, 5), (4, 6, 2), (4, 7, 3)], 7: [(1, 2, 2), (1, 7, 7), (3, 5, 1), (4, 4, 5), (5, 6, 4), (5, 7, 6), (7, 7, 3)]}"
7,"{1: (False, 0.21622896194458008), 12: (True, 0.9038572311401367), 7: (True, 0.26749300956726074), 8: (True, 3.2707529067993164), 4: (False, 0.24854803085327148), 5: (False, 0.5268409252166748), 6: (False, 2.15053391456604)}",8.03835129737854,"['-2', '1', '-7', '-3', '-4', '-6', '5']",203009,6,"{11: [(1, 3, 7), (2, 3, 3), (2, 3, 5), (2, 3, 8), (2, 4, 1), (2, 5, 2), (3, 3, 10), (3, 5, 4), (3, 5, 9), (4, 4, 11), (5, 7, 6)], 6: [(1, 2, 1), (2, 2, 5), (3, 4, 4), (4, 5, 3), (5, 7, 2), (7, 7, 6)], 7: [(1, 7, 5), (2, 2, 6), (2, 4, 1), (2, 5, 3), (2, 7, 4), (2, 7, 7), (3, 6, 2)]}"
8,"{1: (False, 0.24664807319641113), 14: (True, 1.477975845336914), 8: (True, 0.5277900695800781), 9: (True, 2.8738839626312256), 5: (False, 0.5046157836914062), 6: (False, 2.3449931144714355), 7: (False, 15.285120964050293)}",23.817360877990723,"['2', '-3', '-5', '-7', '4', '1', '-6']",239651,7,"{13: [(1, 1, 13), (1, 6, 7), (2, 3, 3), (2, 3, 8), (2, 6, 4), (2, 6, 9), (2, 7, 10), (3, 7, 5), (4, 5, 12), (4, 7, 6), (5, 7, 1), (5, 7, 2), (6, 7, 11)], 7: [(1, 2, 3), (1, 4, 6), (1, 6, 4), (3, 4, 1), (4, 6, 5), (4, 7, 7), (5, 5, 2)], 8: [(1, 1, 4), (1, 2, 3), (2, 4, 7), (2, 6, 5), (4, 5, 6), (4, 5, 8), (4, 6, 2), (6, 7, 1)]}"
9,"{1: (False, 0.22293615341186523), 13: (True, 1.144294261932373), 7: (False, 15.949686050415039), 8: (True, 1.055016040802002)}",18.76623296737671,"['-7', '1', '-3', '-6', '5', '4', '-2']",221330,7,"{12: [(1, 1, 10), (1, 2, 6), (1, 3, 1), (1, 3, 7), (1, 6, 11), (1, 7, 12), (2, 2, 2), (2, 6, 3), (3, 4, 5), (3, 7, 8), (3, 7, 9), (4, 5, 4)], 7: [(1, 5, 1), (1, 5, 7), (2, 3, 4), (2, 4, 5), (3, 4, 2), (3, 6, 6), (3, 7, 3)]}"
