,details,elapsed_time,list,num_of_clauses,num_of_operations,operations
0,"{5: (True, 0.06557321548461914), 3: (False, 0.06050992012023926), 4: (False, 0.08809018135070801)}",0.36507201194763184,"['6', '2', '5', '4', '1', '3']",33897,4,"{4: [(1, 3, 1), (1, 6, 4), (2, 4, 3), (2, 5, 2)]}"
1,"{5: (True, 0.06843996047973633), 4: (False, 0.07089591026306152)}",0.26233696937561035,"['3', '5', '1', '6', '4', '2']",33897,4,"{4: [(1, 3, 1), (2, 4, 3), (4, 5, 2), (4, 6, 4)]}"
2,"{5: (True, 0.06816506385803223), 3: (False, 0.06952595710754395), 4: (True, 0.05847811698913574)}",0.3352549076080322,"['5', '2', '6', '1', '4', '3']",33897,3,"{4: [(1, 3, 2), (3, 5, 1), (3, 5, 3), (3, 6, 4)], 3: [(1, 4, 3), (2, 3, 2), (3, 6, 1)]}"
3,"{5: (True, 0.07161593437194824), 4: (False, 0.07234692573547363)}",0.3088970184326172,"['6', '3', '5', '1', '4', '2']",33897,4,"{4: [(1, 4, 4), (2, 4, 2), (4, 5, 1), (4, 6, 3)]}"
4,"{5: (True, 0.09234309196472168), 3: (False, 0.05654788017272949), 4: (False, 0.06743025779724121)}",0.397968053817749,"['2', '6', '1', '5', '3', '4']",33897,4,"{4: [(1, 3, 4), (2, 3, 3), (3, 6, 1), (5, 6, 2)]}"
5,"{5: (True, 0.06258630752563477), 3: (False, 0.07210803031921387), 4: (True, 0.07895493507385254)}",0.35573577880859375,"['6', '1', '4', '3', '2', '5']",33897,3,"{4: [(1, 3, 2), (1, 6, 4), (3, 5, 1), (3, 5, 3)], 3: [(1, 2, 3), (2, 5, 2), (5, 6, 1)]}"
6,"{5: (True, 0.06520915031433105), 4: (False, 0.06099700927734375)}",0.2624168395996094,"['4', '6', '2', '5', '1', '3']",33897,4,"{4: [(1, 3, 2), (2, 4, 3), (2, 5, 1), (2, 6, 4)]}"
7,"{5: (True, 0.06907796859741211), 3: (False, 0.058187007904052734), 4: (True, 0.06054091453552246)}",0.3338620662689209,"['2', '5', '6', '3', '4', '1']",33897,3,"{4: [(1, 3, 3), (2, 3, 2), (3, 5, 1), (3, 6, 4)], 3: [(1, 6, 3), (2, 4, 1), (4, 6, 2)]}"
8,"{5: (True, 0.08708620071411133), 2: (False, 0.060730934143066406), 3: (True, 0.07248616218566895)}",0.3616981506347656,"['5', '4', '3', '1', '2', '6']",33897,2,"{4: [(1, 4, 4), (2, 3, 1), (3, 4, 3), (3, 5, 2)], 2: [(1, 2, 1), (1, 5, 2)]}"
9,"{5: (True, 0.085723876953125), 3: (False, 0.06018424034118652), 4: (True, 0.06959295272827148)}",0.3563830852508545,"['5', '3', '4', '2', '6', '1']",33897,3,"{4: [(1, 6, 4), (2, 3, 3), (3, 5, 2), (5, 6, 1)], 3: [(1, 5, 1), (2, 3, 2), (5, 6, 3)]}"
