,details,elapsed_time,list,num_of_clauses,num_of_operations
0,"{11: (True, 23.494603157043457), 7: (True, 61.34696078300476), 8: (True, 57.4432418346405), 5: (True, 15.147775888442993), 6: (True, 55.32488512992859)}",216.527272939682,"['9', '2', '4', '8', '7', '12', '10', '11', '3', '1', '5', '6']",2550798,4
1,"{11: (True, 50.523767948150635), 8: (True, 26.491689920425415), 9: (True, 140.66454672813416), 6: (True, 71.63069677352905), 7: (True, 43.071558237075806)}",336.09154200553894,"['4', '8', '12', '5', '7', '3', '6', '2', '11', '10', '9', '1']",2550798,5
2,"{11: (True, 89.62225890159607), 8: (True, 84.63023591041565), 9: (True, 332.77190685272217), 7: (True, 309.91246700286865)}",820.8070321083069,"['2', '8', '4', '7', '1', '9', '12', '5', '10', '6', '3', '11']",2550798,6
3,"{11: (True, 39.545209884643555), 6: (True, 18.016117095947266), 7: (True, 12.309595108032227), 5: (True, 24.559596061706543)}",100.56728196144104,"['6', '7', '8', '9', '2', '1', '11', '5', '12', '3', '10', '4']",2550798,4
4,"{11: (True, 254.51883006095886), 8: (True, 144.0984320640564), 9: (True, 76.08726096153259), 7: (True, 256.55189204216003)}",735.774533033371,"['9', '11', '7', '4', '10', '1', '12', '3', '8', '5', '2', '6']",2550798,6
