,details,elapsed_time,list,num_of_clauses,num_of_operations,operations
0,"{9: (True, 7.20451807975769), 5: (False, 4.773498058319092), 6: (True, 5.219998121261597)}",18.5639910697937,"['6', '5', '4', '9', '7', '8', '10', '3', '1', '2']",827412,5,"{8: [(1, 5, 4), (1, 6, 6), (2, 3, 1), (2, 4, 8), (2, 9, 7), (3, 9, 3), (9, 10, 2), (9, 10, 5)], 5: [(1, 6, 5), (1, 8, 1), (3, 6, 4), (6, 8, 3), (7, 10, 2)]}"
1,"{9: (True, 1.5171079635620117), 6: (False, 29.992486238479614), 7: (True, 30.199636936187744)}",62.990164041519165,"['9', '7', '6', '10', '3', '1', '5', '4', '2', '8']",827412,6,"{8: [(1, 3, 3), (2, 3, 2), (2, 4, 5), (2, 9, 1), (3, 5, 6), (4, 10, 8), (5, 8, 7), (8, 9, 4)], 6: [(1, 3, 5), (1, 6, 2), (3, 4, 3), (3, 9, 1), (4, 10, 4), (6, 8, 6)]}"
2,"{9: (True, 46.879305839538574), 7: (False, 504.7527070045471), 8: (True, 56.6015260219574)}",609.5037581920624,"['5', '3', '10', '1', '9', '7', '4', '8', '6', '2']",827412,7,"{8: [(1, 3, 6), (1, 8, 8), (2, 6, 7), (2, 10, 1), (3, 4, 3), (6, 8, 4), (7, 9, 2), (8, 9, 5)], 7: [(1, 4, 6), (1, 8, 2), (2, 4, 5), (2, 9, 7), (2, 10, 1), (4, 5, 4), (7, 8, 3)]}"
3,"{9: (True, 11.19522500038147), 6: (False, 32.896934032440186), 7: (True, 12.833263874053955)}",58.17555618286133,"['5', '8', '7', '1', '2', '9', '4', '6', '10', '3']",827412,6,"{8: [(1, 6, 7), (1, 10, 1), (2, 4, 3), (3, 9, 2), (3, 10, 6), (5, 10, 8), (6, 7, 4), (8, 9, 5)], 6: [(1, 6, 1), (1, 8, 5), (2, 4, 3), (2, 10, 4), (4, 9, 2), (6, 10, 6)]}"
4,"{9: (True, 4.6214940547943115), 5: (False, 3.688204050064087), 6: (False, 34.23884582519531), 7: (True, 18.591136932373047), 8: (True, 5.6498260498046875)}",68.28268480300903,"['7', '3', '10', '9', '1', '2', '5', '6', '4', '8']",827412,6,"{8: [(1, 7, 3), (1, 10, 4), (2, 5, 6), (3, 6, 2), (4, 10, 5), (5, 10, 7), (7, 8, 8), (7, 10, 1)], 6: [(1, 5, 2), (1, 6, 5), (3, 6, 3), (3, 7, 1), (3, 10, 6), (4, 8, 4)], 7: [(1, 2, 4), (1, 8, 1), (2, 8, 5), (4, 7, 3), (4, 10, 2), (7, 8, 7), (8, 10, 6)]}"
