,details,elapsed_time,list,num_of_clauses,num_of_operations,operations
0,"{3: (False, 0.051271915435791016)}",0.12708497047424316,"['3', '1', '4', '2']",2508,3,{}
1,"{3: (True, 0.02890181541442871), 2: (False, 0.028275251388549805)}",0.13222193717956543,"['2', '3', '4', '1']",2508,2,"{2: [(1, 3, 2), (1, 4, 1)]}"
2,"{3: (True, 0.030730009078979492), 2: (False, 0.027882099151611328)}",0.1314401626586914,"['1', '4', '2', '3']",2508,2,"{2: [(2, 3, 1), (2, 4, 2)]}"
3,"{2: (True, 0.02865290641784668)}",0.09945201873779297,"['2', '1', '3', '4']",2508,1,"{1: [(1, 2, 1)]}"
4,"{3: (True, 0.03585386276245117), 2: (False, 0.03240513801574707)}",0.1491987705230713,"['2', '1', '4', '3']",2508,2,"{2: [(1, 2, 2), (3, 4, 1)]}"
5,"{3: (True, 0.029438018798828125), 2: (False, 0.030510902404785156)}",0.1383817195892334,"['3', '1', '2', '4']",2508,2,"{2: [(1, 2, 2), (2, 3, 1)]}"
6,"{2: (True, 0.028250932693481445)}",0.1014251708984375,"['1', '2', '4', '3']",2508,1,"{1: [(3, 4, 1)]}"
7,"{3: (True, 0.029206037521362305), 2: (False, 0.029506683349609375)}",0.13437414169311523,"['2', '3', '1', '4']",2508,2,"{2: [(1, 3, 2), (2, 3, 1)]}"
8,"{3: (False, 0.03552818298339844)}",0.11061692237854004,"['2', '4', '1', '3']",2508,3,{}
9,"{2: (True, 0.03352785110473633)}",0.10956788063049316,"['1', '3', '2', '4']",2508,1,"{1: [(2, 3, 1)]}"
