,details,elapsed_time,list,num_of_clauses,num_of_operations,operations
0,"{6: (True, 0.1949777603149414), 3: (False, 0.10416293144226074), 4: (True, 0.1297471523284912)}",0.6544036865234375,"['1', '4', '5', '6', '3', '7', '2']",89583,3,"{5: [(2, 3, 2), (2, 5, 1), (4, 6, 3), (5, 6, 4), (6, 7, 5)], 3: [(2, 4, 2), (2, 6, 1), (6, 7, 3)]}"
1,"{6: (True, 0.1815485954284668), 2: (False, 0.10774612426757812), 3: (True, 0.10664010047912598)}",0.6359539031982422,"['3', '2', '1', '4', '6', '5', '7']",89583,2,"{5: [(1, 3, 5), (3, 5, 3), (3, 6, 1), (4, 6, 4), (5, 6, 2)], 2: [(1, 3, 2), (5, 6, 1)]}"
2,"{6: (True, 0.17485475540161133), 4: (False, 0.1480391025543213), 5: (True, 0.133836030960083)}",0.6672241687774658,"['2', '1', '6', '4', '3', '7', '5']",89583,4,"{5: [(1, 2, 5), (3, 6, 2), (4, 5, 4), (4, 6, 3), (5, 7, 1)], 4: [(1, 2, 4), (3, 5, 3), (5, 6, 2), (5, 7, 1)]}"
3,"{6: (True, 0.18374991416931152), 4: (False, 0.14913487434387207), 5: (True, 0.1519019603729248)}",0.715893030166626,"['2', '5', '4', '7', '3', '1', '6']",89583,4,"{5: [(1, 5, 4), (1, 6, 3), (3, 5, 1), (5, 7, 2), (5, 7, 5)], 4: [(1, 2, 1), (2, 5, 2), (4, 6, 3), (4, 7, 4)]}"
4,"{6: (True, 0.26667189598083496), 2: (False, 0.1068122386932373), 3: (True, 0.10410165786743164)}",0.7176337242126465,"['1', '6', '3', '4', '5', '2', '7']",89583,2,"{5: [(1, 4, 1), (1, 4, 5), (3, 4, 3), (4, 6, 2), (4, 6, 4)], 2: [(2, 6, 2), (3, 5, 1)]}"
5,"{6: (True, 0.18760418891906738), 2: (False, 0.10750889778137207), 3: (True, 0.11066818237304688)}",0.6236968040466309,"['1', '5', '2', '4', '3', '6', '7']",89583,2,"{5: [(2, 4, 3), (2, 5, 2), (3, 5, 1), (3, 5, 4), (4, 5, 5)], 2: [(2, 3, 2), (3, 5, 1)]}"
6,"{6: (True, 0.18393683433532715), 4: (False, 0.1608750820159912), 5: (True, 0.15490078926086426)}",0.8103201389312744,"['7', '3', '5', '4', '1', '2', '6']",89583,4,"{5: [(1, 3, 3), (1, 7, 5), (3, 5, 2), (5, 6, 1), (5, 6, 4)], 4: [(1, 3, 2), (1, 7, 4), (3, 6, 1), (4, 5, 3)]}"
7,"{6: (True, 0.20118403434753418), 4: (False, 0.24257612228393555), 5: (True, 0.14910316467285156)}",0.842210054397583,"['5', '2', '6', '4', '1', '3', '7']",89583,4,"{5: [(1, 5, 5), (2, 3, 3), (3, 4, 1), (3, 4, 4), (4, 6, 2)], 4: [(1, 5, 4), (2, 4, 3), (3, 6, 1), (4, 5, 2)]}"
8,"{6: (True, 0.14614486694335938), 4: (False, 0.16998982429504395), 5: (False, 0.4825880527496338)}",1.028393268585205,"['3', '1', '4', '6', '7', '5', '2']",89583,5,"{5: [(1, 3, 1), (2, 4, 3), (2, 5, 2), (4, 6, 4), (5, 7, 5)]}"
9,"{6: (True, 0.20791196823120117), 3: (False, 0.11821222305297852), 4: (True, 0.14241385459899902)}",0.6925890445709229,"['1', '6', '5', '4', '2', '7', '3']",89583,3,"{5: [(2, 3, 1), (2, 4, 4), (2, 6, 3), (4, 6, 2), (6, 7, 5)], 3: [(2, 6, 1), (5, 6, 2), (6, 7, 3)]}"
