,details,elapsed_time,list,num_of_clauses,num_of_operations,operations
0,"{7: (True, 1.6857128143310547), 5: (True, 1.4244279861450195), 6: (True, 0.5625622272491455), 4: (False, 0.668450117111206)}",4.720475912094116,"['7', '3', '5', '8', '1', '2', '6', '4']",206679,4,"{6: [(1, 4, 5), (1, 6, 1), (1, 7, 4), (2, 4, 6), (2, 6, 3), (3, 8, 2)], 4: [(1, 7, 3), (3, 6, 2), (4, 5, 1), (4, 8, 4)], 5: [(1, 6, 3), (1, 6, 5), (1, 7, 1), (4, 8, 2), (5, 7, 4)]}"
1,"{7: (True, 2.2329580783843994), 5: (False, 3.0034759044647217), 6: (True, 2.849877119064331)}",8.434851169586182,"['5', '3', '6', '4', '8', '2', '7', '1']",206679,5,"{6: [(1, 3, 1), (1, 3, 4), (2, 3, 6), (2, 6, 2), (5, 8, 3), (6, 7, 5)], 5: [(1, 4, 4), (1, 8, 1), (2, 7, 3), (3, 6, 5), (4, 5, 2)]}"
2,"{7: (True, 1.0385351181030273), 4: (False, 0.5877959728240967), 5: (True, 0.5695891380310059)}",2.543376922607422,"['4', '3', '6', '7', '1', '2', '8', '5']",206679,4,"{6: [(1, 5, 5), (3, 6, 1), (4, 6, 2), (4, 6, 6), (6, 7, 4), (6, 8, 3)], 4: [(1, 4, 1), (3, 6, 4), (5, 7, 2), (7, 8, 3)]}"
3,"{7: (True, 1.8431038856506348), 5: (False, 3.2108991146087646), 6: (False, 9.942666053771973)}",15.377640008926392,"['3', '5', '1', '8', '6', '4', '7', '2']",206679,6,"{6: [(1, 3, 4), (1, 7, 5), (2, 4, 3), (2, 6, 6), (2, 8, 1), (4, 5, 2)]}"
4,"{7: (True, 0.6269299983978271), 4: (False, 0.5943028926849365), 5: (True, 0.5281319618225098)}",2.122709035873413,"['6', '2', '1', '8', '3', '4', '5', '7']",206679,4,"{6: [(1, 7, 5), (2, 8, 4), (2, 8, 6), (3, 6, 1), (4, 7, 2), (5, 7, 3)], 4: [(1, 2, 2), (1, 7, 1), (2, 4, 4), (2, 8, 3)]}"
5,"{7: (True, 2.048219919204712), 5: (False, 3.0745961666107178), 6: (True, 0.5609512329101562)}",6.0855443477630615,"['7', '5', '2', '4', '1', '6', '8', '3']",206679,5,"{6: [(1, 3, 2), (1, 8, 6), (2, 3, 4), (2, 7, 5), (3, 5, 3), (7, 8, 1)], 5: [(1, 6, 2), (3, 4, 5), (4, 7, 4), (4, 8, 3), (6, 7, 1)]}"
6,"{7: (True, 0.634929895401001), 4: (True, 0.45832228660583496), 5: (True, 1.4398460388183594), 3: (False, 0.4342219829559326)}",3.3775360584259033,"['4', '6', '7', '1', '5', '3', '2', '8']",206679,3,"{6: [(1, 2, 3), (1, 3, 4), (2, 4, 5), (2, 5, 1), (2, 6, 6), (5, 7, 2)], 3: [(1, 4, 3), (2, 7, 1), (4, 5, 2)], 4: [(1, 4, 1), (2, 4, 2), (2, 4, 4), (3, 7, 3)]}"
7,"{7: (True, 0.7139058113098145), 5: (True, 1.5962870121002197), 6: (True, 0.5721750259399414), 4: (False, 0.5241310596466064)}",3.8477742671966553,"['7', '6', '1', '5', '8', '3', '4', '2']",206679,4,"{6: [(1, 4, 5), (1, 7, 3), (1, 8, 4), (2, 7, 2), (5, 8, 1), (6, 7, 6)], 4: [(1, 4, 4), (1, 5, 1), (2, 7, 3), (4, 8, 2)], 5: [(1, 6, 2), (2, 7, 4), (3, 4, 3), (4, 8, 5), (5, 8, 1)]}"
8,"{7: (True, 1.784745216369629), 5: (False, 2.582322120666504), 6: (True, 1.8287038803100586)}",6.567126989364624,"['4', '8', '3', '1', '7', '6', '2', '5']",206679,5,"{6: [(1, 4, 6), (2, 3, 3), (3, 7, 5), (4, 7, 2), (5, 8, 1), (6, 7, 4)], 5: [(1, 4, 2), (2, 8, 4), (3, 5, 1), (3, 5, 5), (4, 6, 3)]}"
9,"{7: (True, 1.049487829208374), 5: (False, 3.1540329456329346), 6: (True, 1.3801767826080322)}",5.950340986251831,"['1', '3', '6', '2', '8', '4', '5', '7']",206679,5,"{6: [(2, 3, 1), (3, 4, 6), (4, 7, 2), (4, 8, 5), (5, 8, 4), (6, 8, 3)], 5: [(2, 3, 3), (3, 4, 5), (4, 6, 4), (5, 7, 2), (7, 8, 1)]}"
