,details,elapsed_time,list,num_of_clauses,num_of_operations,operations
0,"{1: (False, 0.07453513145446777), 11: (True, 0.7753710746765137), 6: (False, 1.5996730327606201), 7: (True, 0.3476526737213135)}",3.0287740230560303,"['6', '-4', '5', '-1', '3', '-2']",88086,6,"{10: [(1, 2, 10), (1, 3, 6), (1, 4, 2), (1, 6, 3), (2, 2, 7), (2, 3, 8), (2, 5, 5), (3, 5, 1), (4, 6, 4), (5, 5, 9)], 6: [(1, 1, 4), (1, 4, 5), (2, 6, 2), (3, 5, 6), (3, 6, 1), (4, 5, 3)]}"
1,"{1: (False, 0.10342192649841309), 13: (True, 0.8176491260528564), 8: (True, 0.3462240695953369), 9: (True, 0.42859792709350586), 5: (False, 0.3540470600128174), 6: (False, 1.440406084060669), 7: (True, 0.39584994316101074)}",4.206971883773804,"['-4', '2', '6', '-3', '5', '-1']",105520,6,"{11: [(1, 1, 11), (1, 4, 5), (1, 5, 6), (2, 4, 4), (2, 6, 3), (2, 6, 7), (3, 3, 10), (3, 5, 2), (4, 4, 8), (4, 5, 1), (5, 5, 9)], 7: [(1, 1, 5), (1, 2, 6), (2, 3, 2), (2, 6, 7), (3, 4, 1), (3, 5, 3), (5, 6, 4)], 8: [(1, 6, 7), (2, 2, 3), (2, 3, 2), (2, 4, 4), (2, 6, 6), (4, 5, 8), (4, 6, 5), (6, 6, 1)], 6: [(1, 6, 3), (2, 3, 5), (2, 5, 1), (3, 4, 6), (3, 6, 2), (4, 4, 4)]}"
2,"{1: (False, 0.09437394142150879), 12: (True, 0.4609658718109131), 7: (True, 0.3402271270751953), 8: (True, 0.35343313217163086), 4: (False, 0.2517399787902832), 5: (True, 0.28263187408447266)}",2.0945920944213867,"['5', '3', '-1', '-4', '-2', '6']",96803,4,"{10: [(1, 1, 9), (1, 2, 6), (1, 2, 7), (1, 4, 5), (2, 3, 1), (2, 4, 10), (3, 4, 3), (3, 4, 8), (4, 5, 4), (5, 5, 2)], 6: [(1, 3, 6), (2, 3, 4), (2, 5, 3), (3, 3, 2), (3, 3, 5), (3, 4, 1)], 7: [(1, 3, 7), (2, 2, 2), (2, 3, 3), (2, 4, 5), (3, 3, 6), (3, 4, 1), (3, 5, 4)], 4: [(1, 3, 4), (2, 2, 1), (2, 3, 2), (3, 5, 3)]}"
3,"{1: (False, 0.07478809356689453), 11: (True, 0.38075995445251465), 6: (True, 0.29010915756225586), 7: (True, 0.34519505500793457), 4: (False, 0.23211193084716797), 5: (True, 0.33141398429870605)}",1.9277009963989258,"['-2', '-6', '-5', '1', '-3', '-4']",88086,4,"{10: [(1, 3, 5), (2, 2, 4), (2, 4, 2), (2, 6, 7), (3, 4, 1), (3, 4, 3), (3, 4, 6), (4, 5, 8), (4, 5, 10), (4, 6, 9)], 5: [(1, 2, 2), (2, 3, 3), (2, 6, 5), (3, 4, 1), (3, 4, 4)], 6: [(1, 2, 3), (2, 4, 6), (3, 4, 1), (3, 4, 2), (3, 5, 5), (4, 6, 4)], 4: [(1, 2, 2), (2, 4, 4), (3, 5, 3), (4, 6, 1)]}"
4,"{1: (False, 0.07967114448547363), 11: (True, 0.9145276546478271), 6: (True, 0.3205409049987793), 7: (True, 0.9534599781036377), 4: (False, 0.2291581630706787), 5: (False, 0.3146049976348877)}",3.0736923217773438,"['-2', '-3', '-6', '4', '-5', '-1']",88086,5,"{10: [(1, 2, 1), (2, 2, 3), (2, 4, 5), (2, 5, 10), (3, 5, 8), (3, 6, 4), (3, 6, 9), (4, 4, 2), (4, 6, 6), (5, 6, 7)], 5: [(1, 2, 2), (2, 3, 3), (3, 6, 5), (4, 5, 4), (5, 5, 1)], 6: [(1, 6, 4), (2, 5, 2), (3, 6, 1), (4, 5, 5), (5, 5, 6), (5, 6, 3)]}"
5,"{1: (False, 0.09434318542480469), 12: (True, 0.8585851192474365), 7: (True, 0.9082896709442139), 8: (True, 0.76065993309021), 4: (False, 0.24544906616210938), 5: (False, 0.5252118110656738), 6: (True, 0.33359789848327637)}",4.015721082687378,"['4', '6', '-1', '5', '2', '3']",96803,5,"{11: [(1, 1, 10), (1, 2, 8), (1, 3, 5), (1, 4, 7), (2, 3, 11), (2, 5, 6), (3, 4, 1), (3, 4, 4), (4, 5, 2), (5, 6, 3), (6, 6, 9)], 6: [(1, 3, 4), (1, 4, 1), (1, 4, 6), (2, 4, 3), (2, 6, 2), (3, 4, 5)], 7: [(1, 2, 2), (1, 5, 1), (2, 3, 6), (3, 4, 4), (3, 4, 5), (3, 4, 7), (3, 6, 3)], 5: [(1, 3, 4), (2, 6, 3), (4, 4, 1), (4, 5, 2), (5, 6, 5)]}"
6,"{1: (False, 0.1079249382019043), 12: (True, 0.4802858829498291), 7: (True, 0.515794038772583), 8: (True, 0.4435610771179199), 4: (False, 0.2689175605773926), 5: (True, 0.28991007804870605)}",2.4835469722747803,"['-2', '6', '-3', '-1', '-5', '-4']",96803,4,"{11: [(1, 6, 5), (1, 6, 7), (1, 6, 11), (2, 4, 10), (2, 5, 2), (2, 6, 6), (2, 6, 9), (3, 3, 3), (3, 4, 1), (3, 6, 4), (5, 5, 8)], 6: [(1, 2, 2), (1, 3, 5), (1, 3, 6), (2, 2, 3), (2, 4, 4), (4, 6, 1)], 4: [(1, 1, 1), (1, 2, 3), (2, 4, 4), (4, 6, 2)]}"
7,"{1: (False, 0.07518982887268066), 11: (True, 0.40879321098327637), 6: (True, 0.6667301654815674), 7: (True, 0.3766498565673828), 4: (False, 0.24662184715270996), 5: (True, 0.30899715423583984)}",2.3549909591674805,"['-6', '1', '-5', '2', '3', '4']",88086,4,"{10: [(1, 1, 1), (1, 1, 7), (1, 1, 10), (1, 6, 8), (2, 3, 4), (2, 3, 5), (2, 5, 2), (2, 6, 9), (3, 5, 3), (6, 6, 6)], 5: [(1, 1, 2), (1, 4, 3), (1, 6, 4), (2, 3, 5), (5, 5, 1)], 6: [(1, 4, 1), (1, 6, 6), (3, 3, 2), (3, 4, 3), (3, 4, 5), (3, 5, 4)], 4: [(1, 5, 1), (1, 6, 2), (3, 5, 3), (3, 6, 4)]}"
8,"{1: (False, 0.0784921646118164), 10: (True, 0.8168048858642578), 5: (False, 0.32578182220458984), 6: (True, 0.40103602409362793)}",1.85111665725708,"['-1', '6', '2', '3', '5', '4']",79369,5,"{9: [(1, 2, 9), (1, 3, 6), (1, 6, 1), (1, 6, 5), (1, 6, 7), (2, 5, 8), (3, 5, 3), (3, 6, 4), (4, 6, 2)], 5: [(1, 3, 1), (1, 4, 5), (3, 4, 2), (3, 6, 3), (4, 5, 4)]}"
9,"{1: (False, 0.08497810363769531), 11: (True, 0.42621922492980957), 6: (True, 0.3452610969543457), 7: (True, 0.35761213302612305), 4: (False, 0.2413959503173828), 5: (True, 0.3134620189666748)}",2.0612428188323975,"['5', '-3', '-4', '6', '-2', '-1']",88086,4,"{10: [(1, 2, 5), (2, 3, 7), (2, 5, 3), (3, 4, 1), (3, 5, 8), (4, 5, 4), (4, 5, 9), (4, 6, 10), (5, 5, 6), (6, 6, 2)], 5: [(1, 4, 3), (2, 5, 4), (3, 4, 1), (3, 6, 2), (3, 6, 5)], 6: [(1, 3, 1), (1, 6, 4), (2, 4, 3), (2, 4, 5), (2, 6, 6), (5, 6, 2)], 4: [(1, 4, 4), (1, 6, 1), (2, 3, 2), (3, 4, 3)]}"
