,details,elapsed_time,list,num_of_clauses,num_of_operations,operations
0,{},0.0709218978881836,"['1', '2', '3', '4', '5']",10617,0,{}
1,"{4: (True, 0.09204506874084473), 3: (False, 0.056391239166259766)}",0.23256802558898926,"['3', '1', '4', '5', '2']",10617,3,"{3: [(1, 3, 1), (2, 4, 3), (2, 5, 2)]}"
2,"{4: (True, 0.08146500587463379), 2: (False, 0.011931896209716797), 3: (True, 0.06159472465515137)}",0.2502939701080322,"['5', '4', '2', '3', '1']",10617,2,"{2: [(1, 5, 1), (3, 4, 2)]}"
3,"{4: (True, 0.08066916465759277), 2: (False, 0.011861085891723633), 3: (True, 0.06502103805541992)}",0.26046299934387207,"['3', '5', '4', '1', '2']",10617,2,"{3: [(1, 4, 3), (2, 3, 2), (2, 5, 1)], 2: [(1, 3, 1), (2, 5, 2)]}"
4,"{4: (True, 0.08261728286743164), 3: (False, 0.05897688865661621)}",0.2532820701599121,"['3', '4', '2', '5', '1']",10617,3,"{3: [(1, 5, 2), (3, 4, 3), (3, 5, 1)]}"
5,"{2: (True, 0.04265093803405762)}",0.12270689010620117,"['1', '2', '3', '5', '4']",10617,1,"{1: [(4, 5, 1)]}"
6,"{4: (True, 0.0911557674407959), 2: (False, 0.014582157135009766), 3: (True, 0.05753183364868164)}",0.25675082206726074,"['3', '4', '1', '2', '5']",10617,2,"{3: [(1, 4, 2), (3, 4, 1), (3, 4, 3)], 2: [(1, 3, 1), (2, 4, 2)]}"
7,"{4: (True, 0.08349323272705078), 3: (False, 0.05380606651306152)}",0.2214980125427246,"['3', '4', '1', '5', '2']",10617,3,"{3: [(1, 4, 2), (2, 5, 1), (3, 4, 3)]}"
8,"{4: (True, 0.08893084526062012), 2: (False, 0.014620065689086914), 3: (False, 0.05481290817260742)}",0.25821709632873535,"['2', '3', '5', '4', '1']",10617,3,"{3: [(1, 2, 2), (1, 4, 3), (1, 5, 1)]}"
9,"{4: (True, 0.08941388130187988), 2: (False, 0.012259721755981445), 3: (True, 0.06245875358581543)}",0.2538161277770996,"['5', '1', '2', '3', '4']",10617,2,"{2: [(1, 4, 1), (1, 5, 2)]}"
