,details,elapsed_time,list,num_of_clauses,num_of_operations,operations
0,"{9: (True, 1.710353136062622), 5: (False, 4.991275072097778), 6: (True, 3.6205596923828125)}",11.70157265663147,"['5', '8', '7', '2', '1', '4', '6', '10', '9', '3']",827412,5,"{8: [(1, 3, 3), (2, 6, 5), (3, 5, 2), (3, 7, 6), (5, 9, 4), (7, 8, 7), (9, 10, 1), (9, 10, 8)], 5: [(1, 5, 5), (3, 10, 4), (4, 5, 2), (4, 8, 3), (7, 10, 1)]}"
1,"{9: (True, 1.885848045349121), 7: (False, 517.7925791740417), 8: (True, 150.34793210029602)}",671.3650259971619,"['2', '9', '7', '10', '3', '6', '8', '4', '1', '5']",827412,7,"{8: [(1, 2, 1), (2, 5, 7), (3, 5, 5), (3, 7, 3), (4, 8, 6), (4, 10, 8), (7, 8, 2), (7, 9, 4)], 7: [(1, 7, 5), (1, 8, 3), (3, 5, 6), (4, 9, 2), (5, 6, 4), (7, 10, 7), (8, 10, 1)]}"
2,"{9: (True, 5.395949840545654), 5: (False, 5.73989200592041), 6: (True, 12.737123727798462)}",25.306883096694946,"['7', '5', '4', '8', '9', '10', '2', '3', '1', '6']",827412,5,"{8: [(1, 3, 3), (1, 3, 8), (1, 9, 5), (2, 5, 2), (3, 6, 4), (3, 10, 7), (4, 9, 1), (7, 10, 6)], 5: [(1, 7, 2), (2, 9, 3), (3, 10, 4), (4, 10, 1), (7, 8, 5)]}"
