,details,elapsed_time,list,num_of_clauses,num_of_operations,operations
0,"{4: (True, 0.044107913970947266), 2: (False, 0.03338336944580078), 3: (True, 0.03481030464172363)}",0.21119904518127441,"['1', '2', '5', '3', '4']",10617,2,"{2: [(3, 4, 1), (3, 5, 2)]}"
1,"{4: (True, 0.04355192184448242), 3: (False, 0.034533023834228516)}",0.1667797565460205,"['4', '3', '1', '5', '2']",10617,3,"{3: [(1, 4, 1), (3, 5, 3), (4, 5, 2)]}"
2,{},0.0747671127319336,"['1', '2', '3', '4', '5']",10617,0,{}
3,"{2: (True, 0.03498077392578125)}",0.11827898025512695,"['2', '1', '3', '4', '5']",10617,1,"{1: [(1, 2, 1)]}"
4,"{4: (True, 0.040843963623046875), 3: (False, 0.034874916076660156)}",0.17276597023010254,"['3', '1', '5', '4', '2']",10617,3,"{3: [(1, 3, 1), (2, 3, 2), (3, 5, 3)]}"
5,"{4: (True, 0.037645816802978516), 2: (False, 0.033921003341674805), 3: (True, 0.036499977111816406)}",0.20113801956176758,"['4', '1', '2', '3', '5']",10617,2,"{3: [(1, 2, 3), (2, 3, 2), (3, 4, 1)], 2: [(1, 3, 1), (1, 4, 2)]}"
6,"{4: (True, 0.03552103042602539), 2: (False, 0.038924217224121094), 3: (False, 0.03537106513977051)}",0.2037670612335205,"['2', '3', '1', '5', '4']",10617,3,"{3: [(1, 2, 1), (2, 3, 2), (4, 5, 3)]}"
7,"{2: (True, 0.0346372127532959)}",0.1172020435333252,"['4', '3', '2', '1', '5']",10617,1,"{1: [(1, 4, 1)]}"
8,"{4: (True, 0.03557109832763672), 3: (False, 0.03513383865356445)}",0.1589810848236084,"['1', '4', '2', '5', '3']",10617,3,"{3: [(2, 3, 2), (3, 4, 1), (4, 5, 3)]}"
9,"{4: (True, 0.03843808174133301), 3: (False, 0.03868389129638672)}",0.16691207885742188,"['2', '5', '4', '1', '3']",10617,3,"{3: [(1, 2, 1), (2, 3, 2), (2, 5, 3)]}"
