,elapsed_time,list,num_of_clauses,num_of_operations
0,43571.143495321274,"['7', '5', '8', '9', '1', '3', '12', '11', '4', '10', '14', '2', '13', '15', '6']",10044507,6
1,8414.036463022232,"['4', '7', '12', '13', '5', '14', '6', '3', '9', '8', '10', '2', '15', '1', '11']",10044507,6
2,28562.23202610016,"['7', '13', '15', '4', '2', '11', '3', '12', '1', '10', '5', '6', '8', '14', '9']",10044507,5
