,details,elapsed_time,list,num_of_clauses,num_of_operations,operations
0,"{1: (False, 0.03567695617675781), 9: (True, 0.18391680717468262), 5: (False, 0.1315021514892578), 6: (True, 0.1561129093170166)}",0.6525158882141113,"['-3', '2', '5', '-4', '-1']",29862,5,"{8: [(1, 2, 1), (1, 3, 2), (2, 2, 5), (2, 3, 4), (2, 4, 7), (2, 5, 3), (3, 3, 6), (4, 4, 8)], 5: [(1, 3, 1), (2, 2, 4), (3, 3, 2), (3, 3, 5), (3, 5, 3)]}"
1,"{1: (False, 0.02755260467529297), 9: (True, 0.17143917083740234), 5: (True, 0.13798022270202637), 6: (True, 0.15227508544921875), 3: (False, 0.06357812881469727), 4: (False, 0.09197092056274414)}",0.8068552017211914,"['4', '3', '5', '-1', '-2']",29862,4,"{7: [(1, 2, 5), (1, 2, 6), (1, 2, 7), (1, 3, 1), (2, 4, 2), (3, 4, 4), (4, 5, 3)], 4: [(1, 2, 2), (1, 3, 3), (2, 4, 4), (2, 5, 1)], 5: [(1, 2, 4), (1, 3, 1), (2, 4, 2), (3, 4, 5), (4, 5, 3)]}"
2,"{1: (False, 0.032112836837768555), 10: (True, 0.19398903846740723), 6: (True, 0.14001083374023438), 7: (True, 0.1655111312866211), 4: (False, 0.09887290000915527), 5: (False, 0.14104390144348145)}",0.9365413188934326,"['-2', '3', '5', '1', '-4']",33529,5,"{9: [(1, 1, 5), (1, 1, 6), (1, 1, 7), (1, 1, 8), (1, 2, 4), (2, 4, 9), (3, 4, 3), (4, 4, 2), (4, 5, 1)], 5: [(1, 2, 5), (1, 3, 1), (2, 2, 2), (3, 4, 4), (4, 5, 3)], 6: [(1, 1, 4), (1, 4, 6), (2, 2, 3), (2, 4, 5), (4, 5, 2), (5, 5, 1)]}"
3,"{1: (False, 0.03106212615966797), 10: (True, 0.23618721961975098), 6: (True, 0.15048599243164062), 7: (True, 0.17214512825012207), 4: (False, 0.09369134902954102), 5: (False, 0.16257691383361816)}",1.018805980682373,"['2', '-4', '1', '3', '-5']",33529,5,"{9: [(1, 2, 3), (1, 2, 6), (1, 3, 8), (1, 5, 2), (1, 5, 7), (2, 2, 5), (2, 3, 1), (2, 4, 9), (4, 4, 4)], 5: [(1, 2, 4), (1, 3, 2), (2, 4, 5), (3, 3, 1), (5, 5, 3)], 6: [(1, 5, 5), (2, 5, 3), (3, 5, 2), (3, 5, 6), (4, 4, 4), (4, 5, 1)]}"
4,"{1: (False, 0.03135108947753906), 10: (True, 0.20475482940673828), 6: (True, 0.15638494491577148), 7: (True, 0.16978812217712402), 4: (False, 0.11110401153564453), 5: (True, 0.1362619400024414)}",0.990044355392456,"['-2', '5', '4', '-1', '-3']",33529,4,"{8: [(1, 2, 3), (1, 2, 6), (2, 3, 8), (2, 4, 2), (2, 4, 4), (3, 3, 1), (3, 5, 5), (5, 5, 7)], 5: [(1, 2, 5), (1, 3, 2), (1, 5, 3), (2, 4, 1), (3, 4, 4)], 6: [(1, 1, 5), (1, 1, 6), (1, 2, 2), (2, 3, 3), (3, 4, 4), (3, 5, 1)], 4: [(1, 4, 4), (2, 4, 2), (3, 3, 1), (3, 5, 3)]}"
5,"{1: (False, 0.027074813842773438), 9: (True, 0.19229698181152344), 5: (True, 0.1268460750579834), 6: (True, 0.1441941261291504), 3: (False, 0.06635594367980957), 4: (True, 0.09894824028015137)}",0.8169779777526855,"['-2', '-4', '-3', '-1', '5']",29862,3,"{8: [(1, 2, 4), (1, 4, 3), (2, 3, 2), (2, 5, 6), (3, 4, 1), (3, 4, 7), (3, 5, 5), (3, 5, 8)], 4: [(1, 1, 4), (1, 4, 3), (2, 3, 2), (2, 4, 1)], 5: [(1, 2, 1), (2, 2, 3), (2, 4, 5), (3, 5, 2), (3, 5, 4)], 3: [(1, 2, 1), (2, 2, 2), (2, 4, 3)]}"
6,"{1: (False, 0.0394289493560791), 11: (True, 0.2113208770751953), 6: (True, 0.14744782447814941), 7: (True, 0.1707298755645752), 4: (False, 0.10363411903381348), 5: (True, 0.12350916862487793)}",0.9791131019592285,"['-2', '-5', '-3', '1', '-4']",37196,4,"{10: [(1, 2, 4), (1, 4, 2), (1, 4, 6), (1, 5, 7), (1, 5, 9), (2, 4, 1), (2, 5, 10), (3, 5, 8), (4, 5, 3), (4, 5, 5)], 4: [(1, 2, 1), (2, 4, 4), (4, 4, 3), (4, 5, 2)], 6: [(1, 1, 1), (1, 1, 4), (1, 3, 5), (2, 4, 2), (2, 5, 6), (3, 4, 3)]}"
7,"{1: (False, 0.0288388729095459), 9: (True, 0.17058825492858887), 5: (True, 0.1348128318786621), 6: (True, 0.14229202270507812), 3: (False, 0.0759117603302002), 4: (False, 0.09304499626159668)}",0.8261289596557617,"['4', '-5', '-3', '1', '2']",29862,4,"{8: [(1, 1, 2), (1, 1, 7), (1, 2, 6), (1, 3, 4), (2, 4, 1), (3, 5, 3), (3, 5, 5), (4, 5, 8)], 4: [(1, 2, 1), (1, 5, 3), (2, 2, 4), (4, 5, 2)], 5: [(1, 1, 5), (1, 2, 1), (1, 4, 2), (2, 4, 3), (2, 5, 4)]}"
8,"{1: (False, 0.022852182388305664), 7: (True, 0.19452810287475586), 4: (False, 0.12049603462219238), 5: (True, 0.15792393684387207)}",0.6275069713592529,"['-1', '5', '-4', '-3', '2']",22528,4,"{6: [(1, 2, 2), (1, 4, 1), (1, 4, 6), (2, 4, 4), (2, 5, 3), (2, 5, 5)], 4: [(1, 4, 1), (1, 4, 3), (3, 4, 4), (3, 5, 2)]}"
9,"{1: (False, 0.029761075973510742), 9: (True, 0.2032027244567871), 5: (True, 0.1359100341796875), 6: (True, 0.14003896713256836), 3: (False, 0.06511092185974121), 4: (False, 0.09565377235412598)}",0.8534660339355469,"['5', '-4', '2', '-3', '-1']",29862,4,"{8: [(1, 2, 6), (1, 3, 4), (1, 4, 7), (1, 5, 3), (2, 5, 1), (3, 5, 2), (4, 4, 5), (4, 4, 8)], 4: [(1, 5, 4), (2, 2, 3), (2, 3, 1), (5, 5, 2)]}"
