,details,elapsed_time,list,num_of_clauses,num_of_operations,operations
29,"{6: (True, 0.18920588493347168), 4: (True, 0.14080119132995605), 5: (True, 0.14192581176757812), 3: (False, 0.11974215507507324)}",0.844512939453125,"['1', '2', '7', '4', '6', '3', '5']",89583,3,"{5: [(2, 3, 3), (2, 5, 1), (3, 5, 2), (3, 7, 5), (5, 6, 4)], 3: [(3, 5, 2), (5, 6, 3), (5, 7, 1)], 4: [(3, 4, 3), (3, 7, 4), (4, 5, 2), (4, 6, 1)]}"
30,"{6: (True, 0.17438602447509766), 3: (False, 0.11312699317932129), 4: (True, 0.1265418529510498)}",0.6230149269104004,"['6', '3', '5', '4', '2', '1', '7']",89583,3,"{5: [(1, 6, 5), (3, 4, 2), (3, 4, 3), (3, 4, 4), (3, 5, 1)], 3: [(1, 6, 3), (3, 4, 2), (3, 5, 1)]}"
31,"{6: (True, 0.18650388717651367), 3: (False, 0.12522006034851074), 4: (True, 0.16563177108764648)}",0.7901439666748047,"['6', '5', '7', '2', '1', '4', '3']",89583,3,"{5: [(1, 2, 4), (1, 3, 1), (1, 3, 3), (2, 6, 2), (3, 7, 5)], 3: [(1, 5, 3), (3, 7, 1), (4, 5, 2)]}"
32,"{6: (True, 0.1424112319946289), 2: (False, 0.10828685760498047), 3: (True, 0.10389399528503418)}",0.5953400135040283,"['1', '5', '4', '2', '3', '6', '7']",89583,2,"{5: [(2, 4, 5), (3, 4, 1), (3, 4, 2), (3, 4, 3), (4, 5, 4)], 2: [(2, 3, 1), (2, 5, 2)]}"
33,"{6: (True, 0.20398712158203125), 4: (False, 0.15156793594360352), 5: (False, 0.3238229751586914)}",0.9155058860778809,"['2', '5', '7', '4', '6', '3', '1']",89583,5,"{5: [(1, 3, 3), (2, 4, 1), (2, 5, 2), (3, 7, 5), (5, 6, 4)]}"
34,"{6: (True, 0.14850401878356934), 4: (False, 0.1864778995513916), 5: (True, 0.28638505935668945)}",0.9322712421417236,"['6', '4', '3', '7', '1', '5', '2']",89583,4,"{5: [(1, 3, 2), (2, 4, 4), (3, 6, 1), (3, 6, 3), (4, 7, 5)], 4: [(1, 5, 2), (4, 7, 4), (5, 6, 1), (5, 6, 3)]}"
35,"{6: (True, 0.16043710708618164), 4: (False, 0.1567690372467041), 5: (True, 0.28077006340026855)}",0.8242669105529785,"['5', '3', '7', '2', '4', '6', '1']",89583,4,"{5: [(1, 7, 5), (2, 4, 4), (3, 4, 2), (4, 6, 3), (5, 7, 1)], 4: [(1, 5, 2), (3, 4, 1), (3, 5, 4), (5, 7, 3)]}"
36,"{6: (True, 0.1568162441253662), 4: (False, 0.2124621868133545), 5: (True, 0.20864415168762207)}",0.8027799129486084,"['4', '5', '7', '2', '1', '6', '3']",89583,4,"{5: [(1, 5, 5), (2, 6, 1), (2, 6, 3), (4, 5, 4), (5, 7, 2)], 4: [(1, 5, 4), (3, 6, 2), (6, 7, 1), (6, 7, 3)]}"
37,"{6: (True, 0.2090771198272705), 3: (False, 0.10407900810241699), 4: (True, 0.12575888633728027)}",0.7044501304626465,"['1', '2', '5', '7', '3', '4', '6']",89583,3,"{5: [(2, 3, 4), (2, 5, 1), (3, 5, 2), (4, 6, 3), (4, 7, 5)], 3: [(3, 4, 2), (3, 6, 1), (4, 7, 3)]}"
38,"{6: (True, 0.14897394180297852), 4: (False, 0.18332409858703613), 5: (True, 0.25824880599975586)}",0.8300368785858154,"['7', '1', '4', '6', '5', '3', '2']",89583,4,"{5: [(1, 3, 2), (1, 7, 5), (2, 3, 1), (3, 4, 4), (3, 6, 3)], 4: [(1, 2, 4), (2, 7, 1), (3, 4, 3), (4, 5, 2)]}"
39,"{6: (True, 0.15024781227111816), 4: (False, 0.1669609546661377), 5: (False, 0.3132338523864746)}",0.8543989658355713,"['5', '1', '4', '6', '3', '7', '2']",89583,5,"{5: [(1, 3, 2), (2, 3, 3), (2, 6, 1), (3, 4, 4), (6, 7, 5)]}"
40,"{6: (True, 0.16269898414611816), 4: (False, 0.20003485679626465), 5: (True, 0.17795395851135254)}",0.7762279510498047,"['1', '6', '2', '5', '7', '4', '3']",89583,4,"{5: [(2, 4, 2), (3, 4, 4), (3, 5, 3), (4, 6, 1), (5, 7, 5)], 4: [(2, 3, 2), (3, 6, 1), (5, 6, 3), (5, 7, 4)]}"
41,"{6: (True, 0.15724873542785645), 4: (False, 0.16526198387145996), 5: (True, 0.26523399353027344)}",0.9001169204711914,"['6', '3', '4', '7', '1', '5', '2']",89583,4,"{5: [(1, 3, 3), (2, 6, 4), (3, 6, 2), (5, 7, 1), (6, 7, 5)], 4: [(1, 6, 1), (2, 4, 2), (4, 7, 3), (6, 7, 4)]}"
42,"{6: (True, 0.15763092041015625), 4: (False, 0.1887369155883789), 5: (True, 0.15507030487060547)}",0.734752893447876,"['4', '1', '2', '6', '3', '5', '7']",89583,4,"{5: [(1, 2, 5), (2, 4, 2), (3, 4, 4), (3, 5, 3), (5, 6, 1)], 4: [(1, 3, 1), (1, 5, 4), (2, 6, 2), (3, 6, 3)]}"
43,"{6: (True, 0.1663188934326172), 4: (False, 0.16160821914672852), 5: (False, 0.44277310371398926)}",0.9889569282531738,"['5', '2', '4', '6', '7', '1', '3']",89583,5,"{5: [(1, 3, 2), (3, 4, 3), (3, 5, 1), (4, 6, 4), (5, 7, 5)]}"
44,"{6: (True, 0.22341203689575195), 4: (False, 0.17375588417053223), 5: (True, 0.15122389793395996)}",0.7899227142333984,"['2', '3', '1', '4', '7', '5', '6']",89583,4,"{5: [(1, 3, 4), (2, 3, 3), (4, 6, 1), (4, 7, 5), (6, 7, 2)], 4: [(1, 3, 2), (2, 3, 1), (5, 6, 3), (5, 7, 4)]}"
45,"{6: (True, 0.21280407905578613), 3: (False, 0.17311596870422363), 4: (True, 0.1365833282470703)}",0.7806131839752197,"['2', '1', '6', '7', '4', '3', '5']",89583,3,"{5: [(1, 2, 5), (2, 3, 2), (2, 3, 3), (3, 6, 4), (5, 7, 1)], 3: [(1, 2, 3), (3, 6, 2), (5, 7, 1)]}"
46,"{6: (True, 0.15448403358459473), 4: (False, 0.163254976272583), 5: (False, 0.44800901412963867)}",0.9787850379943848,"['5', '2', '6', '3', '1', '7', '4']",89583,5,"{5: [(1, 3, 2), (3, 4, 3), (3, 5, 1), (3, 6, 4), (6, 7, 5)]}"
47,"{6: (True, 0.2133340835571289), 2: (False, 0.10232782363891602), 3: (False, 0.11888003349304199), 4: (True, 0.15122628211975098)}",0.82330322265625,"['1', '3', '2', '5', '6', '7', '4']",89583,3,"{5: [(2, 4, 3), (2, 5, 1), (3, 5, 2), (5, 6, 4), (6, 7, 5)], 3: [(2, 3, 2), (4, 7, 3), (5, 7, 1)]}"
48,"{6: (True, 0.14607810974121094), 3: (False, 0.11650872230529785), 4: (True, 0.11914801597595215)}",0.6283671855926514,"['7', '6', '3', '5', '4', '2', '1']",89583,3,"{5: [(1, 7, 5), (3, 4, 2), (3, 4, 3), (3, 4, 4), (3, 5, 1)], 3: [(1, 7, 3), (3, 4, 2), (3, 5, 1)]}"
49,"{6: (True, 0.14283108711242676), 2: (False, 0.11274504661560059), 3: (True, 0.1259138584136963)}",0.6075940132141113,"['1', '5', '6', '7', '2', '4', '3']",89583,2,"{5: [(2, 4, 2), (3, 4, 4), (4, 5, 1), (4, 6, 3), (4, 7, 5)], 2: [(2, 5, 2), (3, 7, 1)]}"
