,details,elapsed_time,list,num_of_clauses,num_of_operations,operations
0,"{5: (True, 0.2413930892944336), 2: (False, 0.03136110305786133), 3: (True, 0.09739899635314941)}",0.529547929763794,"['1', '2', '6', '4', '5', '3']",33897,2,"{4: [(1, 4, 1), (1, 4, 2), (3, 6, 4), (4, 5, 3)], 2: [(3, 6, 1), (4, 5, 2)]}"
1,"{5: (True, 0.24896931648254395), 3: (False, 0.09416604042053223), 4: (True, 0.1864328384399414)}",0.6968481540679932,"['4', '1', '3', '5', '2', '6']",33897,3,"{4: [(1, 4, 1), (2, 3, 4), (3, 4, 3), (3, 5, 2)], 3: [(1, 2, 3), (2, 4, 1), (4, 5, 2)]}"
2,"{5: (True, 0.22468185424804688), 3: (False, 0.11243891716003418), 4: (True, 0.18340396881103516)}",0.6530530452728271,"['6', '4', '3', '5', '2', '1']",33897,3,"{4: [(1, 3, 2), (1, 3, 4), (2, 4, 1), (3, 6, 3)], 3: [(1, 6, 3), (3, 4, 2), (4, 5, 1)]}"
3,"{5: (True, 0.22666192054748535), 3: (False, 0.09715819358825684), 4: (True, 0.18481206893920898)}",0.6637530326843262,"['3', '6', '4', '1', '2', '5']",33897,3,"{4: [(1, 3, 4), (1, 4, 2), (2, 6, 3), (3, 5, 1)], 3: [(1, 3, 2), (2, 5, 3), (5, 6, 1)]}"
4,"{5: (True, 0.2425088882446289), 3: (False, 0.09497714042663574), 4: (True, 0.18357110023498535)}",0.6497600078582764,"['4', '6', '5', '3', '1', '2']",33897,3,"{4: [(1, 4, 1), (2, 6, 2), (4, 5, 3), (4, 6, 4)], 3: [(1, 3, 2), (2, 6, 3), (3, 4, 1)]}"
5,"{5: (True, 0.23029518127441406), 3: (False, 0.09364104270935059), 4: (True, 0.18521904945373535)}",0.6620652675628662,"['4', '2', '5', '3', '1', '6']",33897,3,"{4: [(1, 4, 1), (2, 3, 2), (3, 4, 4), (4, 5, 3)], 3: [(1, 3, 2), (3, 4, 1), (3, 5, 3)]}"
6,"{5: (True, 0.24987483024597168), 4: (False, 0.19320321083068848)}",0.5750331878662109,"['2', '5', '1', '3', '6', '4']",33897,4,"{4: [(1, 3, 4), (2, 4, 2), (2, 5, 3), (4, 6, 1)]}"
7,"{5: (True, 0.2906670570373535), 3: (False, 0.10109996795654297), 4: (True, 0.19584298133850098)}",0.7311930656433105,"['2', '1', '3', '6', '4', '5']",33897,3,"{4: [(1, 2, 4), (3, 5, 1), (3, 6, 3), (5, 6, 2)], 3: [(1, 2, 1), (4, 5, 2), (4, 6, 3)]}"
8,"{5: (True, 0.23591184616088867), 3: (False, 0.09388327598571777), 4: (True, 0.19239401817321777)}",0.6565499305725098,"['1', '6', '2', '4', '5', '3']",33897,3,"{4: [(2, 5, 3), (2, 6, 4), (3, 4, 2), (3, 5, 1)], 3: [(2, 3, 1), (2, 6, 3), (3, 5, 2)]}"
9,"{5: (True, 0.2541677951812744), 2: (False, 0.04070591926574707), 3: (False, 0.09424805641174316), 4: (True, 0.18620896339416504)}",0.7150208950042725,"['3', '4', '6', '5', '1', '2']",33897,3,"{4: [(1, 4, 3), (1, 6, 1), (3, 4, 4), (5, 6, 2)], 3: [(1, 5, 2), (2, 6, 1), (3, 4, 3)]}"
