,details,elapsed_time,list,num_of_clauses,num_of_operations,operations
16,"{7: (True, 0.310945987701416), 5: (True, 0.2819521427154541), 6: (True, 0.30925798416137695), 4: (False, 0.3007009029388428)}",1.6204822063446045,"['6', '2', '1', '3', '5', '7', '4', '8']",206679,4,"{6: [(1, 3, 6), (3, 5, 4), (4, 5, 1), (4, 5, 5), (5, 6, 3), (5, 7, 2)], 4: [(1, 3, 4), (3, 4, 3), (4, 6, 1), (6, 7, 2)], 5: [(1, 3, 5), (3, 6, 1), (4, 6, 3), (5, 6, 4), (5, 7, 2)]}"
17,"{7: (True, 0.35004591941833496), 5: (True, 0.3996002674102783), 6: (True, 0.2814021110534668), 4: (False, 0.33742403984069824)}",1.8387398719787598,"['7', '4', '5', '8', '3', '2', '6', '1']",206679,4,"{6: [(1, 8, 6), (2, 3, 4), (2, 4, 5), (4, 7, 3), (6, 7, 1), (6, 8, 2)], 4: [(1, 7, 3), (4, 6, 2), (6, 8, 1), (7, 8, 4)], 5: [(1, 3, 2), (2, 6, 3), (3, 7, 1), (4, 5, 4), (4, 8, 5)]}"
18,"{7: (True, 0.331744909286499), 5: (True, 0.32317209243774414), 6: (True, 0.6198749542236328), 4: (False, 0.31606006622314453)}",2.0357959270477295,"['6', '2', '5', '7', '1', '3', '4', '8']",206679,4,"{6: [(1, 5, 6), (2, 4, 4), (3, 5, 5), (3, 6, 2), (5, 7, 1), (5, 7, 3)], 4: [(1, 5, 4), (2, 4, 3), (3, 5, 1), (4, 7, 2)], 5: [(1, 3, 2), (2, 7, 1), (2, 7, 3), (3, 5, 4), (4, 7, 5)]}"
19,"{7: (True, 0.31316208839416504), 4: (False, 0.28986406326293945), 5: (True, 0.39042186737060547)}",1.4051358699798584,"['8', '1', '3', '4', '5', '2', '6', '7']",206679,4,"{6: [(1, 3, 2), (1, 8, 6), (2, 3, 5), (3, 6, 4), (3, 7, 1), (3, 7, 3)], 4: [(1, 8, 3), (2, 4, 2), (2, 5, 1), (2, 8, 4)]}"
20,"{7: (True, 0.3116750717163086), 5: (False, 2.259598731994629), 6: (True, 0.45212507247924805)}",3.4741158485412598,"['1', '4', '2', '6', '3', '7', '8', '5']",206679,5,"{6: [(2, 4, 2), (3, 4, 4), (4, 5, 5), (5, 6, 3), (5, 7, 1), (7, 8, 6)], 5: [(2, 5, 3), (3, 5, 4), (3, 6, 1), (5, 8, 5), (6, 8, 2)]}"
21,"{7: (True, 0.6770498752593994), 5: (False, 1.4227650165557861), 6: (True, 0.29529905319213867)}",2.91176700592041,"['6', '4', '7', '2', '5', '1', '3', '8']",206679,5,"{6: [(1, 3, 3), (1, 4, 2), (1, 4, 6), (3, 4, 5), (3, 7, 1), (4, 6, 4)], 5: [(1, 6, 5), (2, 3, 2), (3, 5, 1), (4, 5, 4), (5, 7, 3)]}"
22,"{7: (True, 0.34777092933654785), 5: (False, 1.123460054397583), 6: (True, 0.2919628620147705)}",2.2268850803375244,"['3', '1', '4', '7', '6', '8', '2', '5']",206679,5,"{6: [(1, 3, 1), (2, 4, 3), (2, 5, 2), (4, 7, 4), (6, 7, 5), (6, 8, 6)], 5: [(1, 3, 1), (2, 3, 4), (2, 4, 2), (4, 7, 3), (6, 8, 5)]}"
23,"{7: (True, 0.32895493507385254), 5: (False, 1.3200938701629639), 6: (True, 1.2953619956970215)}",3.3577520847320557,"['2', '7', '1', '8', '4', '5', '3', '6']",206679,5,"{6: [(1, 3, 6), (2, 7, 2), (3, 7, 3), (4, 7, 5), (5, 6, 4), (6, 8, 1)], 5: [(1, 6, 2), (1, 7, 1), (2, 7, 5), (3, 4, 3), (5, 8, 4)]}"
24,"{7: (True, 0.32332420349121094), 5: (False, 1.3901398181915283), 6: (True, 0.862598180770874)}",3.0292043685913086,"['3', '6', '1', '7', '5', '4', '2', '8']",206679,5,"{6: [(1, 3, 6), (2, 4, 2), (4, 5, 3), (4, 5, 5), (4, 6, 1), (5, 7, 4)], 5: [(1, 3, 2), (2, 4, 4), (4, 5, 3), (4, 7, 5), (5, 6, 1)]}"
25,"{7: (True, 0.3309319019317627), 5: (False, 1.320026159286499), 6: (True, 0.32262516021728516)}",2.4022772312164307,"['5', '7', '3', '8', '4', '1', '6', '2']",206679,5,"{6: [(1, 3, 2), (2, 4, 5), (3, 5, 1), (3, 5, 3), (4, 7, 4), (4, 8, 6)], 5: [(1, 3, 3), (2, 6, 1), (2, 7, 4), (3, 4, 5), (6, 8, 2)]}"
26,"{7: (True, 0.5824570655822754), 3: (False, 0.2734870910644531), 4: (True, 0.29589414596557617)}",1.5900681018829346,"['3', '2', '5', '4', '7', '6', '1', '8']",206679,3,"{6: [(1, 7, 6), (2, 4, 4), (3, 6, 1), (3, 6, 2), (3, 7, 3), (4, 6, 5)], 3: [(1, 3, 1), (3, 5, 2), (5, 7, 3)]}"
27,"{7: (True, 0.3040347099304199), 5: (False, 1.4333760738372803), 6: (True, 0.36086297035217285)}",2.5122618675231934,"['8', '7', '1', '3', '6', '4', '2', '5']",206679,5,"{6: [(1, 3, 2), (1, 8, 6), (3, 4, 4), (3, 5, 1), (3, 5, 5), (3, 6, 3)], 5: [(1, 3, 2), (1, 8, 5), (3, 4, 3), (3, 5, 1), (4, 6, 4)]}"
28,"{7: (True, 0.6933071613311768), 5: (False, 1.2222919464111328), 6: (True, 0.27667999267578125)}",2.660374164581299,"['8', '6', '4', '2', '5', '3', '7', '1']",206679,5,"{6: [(1, 8, 5), (2, 3, 2), (2, 5, 6), (2, 7, 4), (3, 5, 1), (5, 6, 3)], 5: [(1, 8, 5), (2, 4, 3), (4, 5, 4), (4, 6, 2), (6, 7, 1)]}"
29,"{7: (True, 0.303786039352417), 5: (True, 0.5392367839813232), 6: (True, 0.2893681526184082), 4: (False, 0.32945799827575684)}",1.9398441314697266,"['6', '4', '5', '7', '3', '2', '8', '1']",206679,4,"{6: [(1, 8, 6), (2, 3, 3), (3, 6, 2), (4, 6, 5), (5, 7, 4), (6, 8, 1)], 4: [(1, 7, 3), (4, 6, 2), (6, 7, 1), (7, 8, 4)], 5: [(1, 8, 5), (2, 5, 3), (3, 5, 4), (4, 7, 2), (6, 8, 1)]}"
30,"{7: (True, 0.2908318042755127), 5: (False, 1.293489933013916), 6: (True, 2.4244580268859863)}",4.462514162063599,"['6', '5', '2', '8', '4', '7', '3', '1']",206679,5,"{6: [(1, 8, 6), (2, 3, 2), (3, 5, 4), (5, 6, 5), (5, 7, 3), (6, 8, 1)], 5: [(1, 6, 1), (3, 4, 3), (3, 6, 2), (4, 8, 5), (6, 7, 4)]}"
31,"{7: (True, 0.2860879898071289), 5: (True, 0.7888240814208984), 6: (True, 0.3081347942352295), 4: (False, 0.3203849792480469)}",2.1547980308532715,"['6', '1', '8', '7', '5', '3', '4', '2']",206679,4,"{6: [(1, 3, 2), (2, 3, 3), (3, 6, 1), (3, 8, 6), (4, 5, 5), (4, 6, 4)], 4: [(1, 5, 1), (1, 6, 3), (2, 3, 2), (3, 8, 4)], 5: [(1, 2, 5), (2, 6, 1), (3, 5, 4), (4, 7, 3), (6, 8, 2)]}"
32,"{7: (True, 0.84971022605896), 5: (False, 1.016068935394287), 6: (True, 0.32505106925964355)}",2.639831066131592,"['8', '5', '1', '4', '2', '3', '6', '7']",206679,5,"{6: [(1, 8, 1), (2, 3, 2), (2, 5, 3), (2, 7, 5), (3, 7, 4), (3, 8, 6)], 5: [(1, 3, 3), (1, 6, 5), (3, 4, 4), (6, 7, 1), (6, 8, 2)]}"
33,"{7: (True, 0.3290250301361084), 5: (False, 1.65708589553833), 6: (False, 10.433756113052368)}",12.850059032440186,"['2', '8', '1', '6', '3', '4', '7', '5']",206679,6,"{6: [(1, 3, 6), (2, 3, 5), (3, 4, 3), (3, 6, 4), (5, 6, 1), (6, 8, 2)]}"
34,"{7: (True, 0.3097569942474365), 5: (False, 0.7015907764434814), 6: (True, 1.9734091758728027)}",3.383514881134033,"['6', '1', '4', '3', '8', '5', '2', '7']",206679,5,"{6: [(1, 3, 2), (2, 3, 4), (3, 6, 1), (3, 6, 5), (4, 7, 3), (5, 8, 6)], 5: [(1, 7, 4), (1, 8, 5), (2, 4, 2), (4, 6, 3), (6, 8, 1)]}"
35,"{7: (True, 0.296781063079834), 4: (False, 0.2703120708465576), 5: (True, 0.3018910884857178)}",1.2511072158813477,"['2', '1', '5', '7', '8', '3', '4', '6']",206679,4,"{6: [(1, 2, 6), (2, 7, 2), (2, 7, 3), (3, 5, 4), (4, 7, 5), (6, 8, 1)], 4: [(1, 2, 4), (3, 5, 2), (4, 7, 3), (6, 8, 1)]}"
36,"{7: (True, 0.32654595375061035), 4: (False, 0.3293898105621338), 5: (True, 0.29494285583496094)}",1.3878278732299805,"['1', '8', '2', '5', '4', '6', '7', '3']",206679,4,"{6: [(2, 3, 1), (2, 8, 6), (3, 4, 5), (3, 5, 2), (3, 6, 4), (5, 7, 3)], 4: [(2, 3, 1), (2, 8, 4), (3, 7, 2), (5, 6, 3)]}"
37,"{7: (True, 0.3398001194000244), 5: (False, 1.0215919017791748), 6: (True, 0.7129271030426025)}",2.473449945449829,"['4', '3', '5', '8', '1', '6', '7', '2']",206679,5,"{6: [(1, 3, 2), (2, 4, 3), (3, 4, 1), (3, 5, 4), (4, 8, 6), (5, 7, 5)], 5: [(1, 2, 5), (1, 5, 1), (1, 7, 2), (1, 7, 4), (4, 8, 3)]}"
38,"{7: (True, 1.712996006011963), 5: (False, 1.4967408180236816), 6: (True, 0.3103959560394287)}",3.9297358989715576,"['1', '8', '3', '7', '6', '4', '2', '5']",206679,5,"{6: [(1, 7, 3), (1, 7, 5), (4, 7, 1), (6, 7, 2), (6, 8, 4), (7, 8, 6)], 5: [(2, 3, 2), (2, 8, 5), (3, 5, 1), (5, 6, 4), (5, 7, 3)]}"
39,"{7: (True, 0.2973899841308594), 5: (False, 0.9642472267150879), 6: (True, 0.8833470344543457)}",2.586367130279541,"['7', '3', '6', '8', '1', '5', '4', '2']",206679,5,"{6: [(1, 3, 2), (2, 4, 5), (3, 4, 3), (3, 7, 1), (4, 7, 4), (4, 8, 6)], 5: [(1, 7, 1), (2, 5, 3), (2, 6, 4), (3, 8, 2), (6, 8, 5)]}"
40,"{7: (True, 0.3140130043029785), 3: (False, 0.312654972076416), 4: (False, 0.32747697830200195), 5: (True, 0.3147430419921875)}",1.7442941665649414,"['3', '4', '8', '7', '1', '2', '5', '6']",206679,4,"{6: [(1, 3, 1), (2, 4, 2), (3, 6, 3), (3, 8, 6), (5, 6, 4), (5, 6, 5)], 4: [(1, 3, 1), (2, 4, 2), (3, 6, 3), (3, 8, 4)]}"
41,"{7: (True, 0.3671419620513916), 5: (False, 1.658365249633789), 6: (True, 0.47284507751464844)}",3.0109100341796875,"['8', '2', '3', '5', '7', '1', '6', '4']",206679,5,"{6: [(1, 6, 6), (2, 5, 5), (4, 5, 3), (4, 6, 1), (5, 7, 4), (6, 8, 2)], 5: [(1, 7, 3), (2, 6, 1), (4, 5, 4), (5, 8, 5), (7, 8, 2)]}"
42,"{7: (True, 0.3123180866241455), 4: (False, 0.331697940826416), 5: (True, 0.3180232048034668)}",1.4637291431427002,"['8', '7', '3', '2', '6', '1', '4', '5']",206679,4,"{6: [(1, 3, 2), (1, 8, 6), (2, 4, 3), (3, 5, 1), (4, 5, 5), (5, 6, 4)], 4: [(1, 3, 3), (1, 8, 4), (2, 5, 2), (3, 6, 1)]}"
43,"{7: (True, 0.9627189636230469), 5: (False, 1.8087668418884277), 6: (True, 0.28423094749450684)}",3.5104100704193115,"['1', '4', '2', '6', '8', '7', '5', '3']",206679,5,"{6: [(2, 3, 2), (2, 6, 5), (3, 7, 3), (5, 7, 4), (6, 8, 6), (7, 8, 1)], 5: [(2, 4, 1), (3, 4, 3), (4, 5, 4), (5, 6, 2), (5, 8, 5)]}"
44,"{7: (True, 0.28603696823120117), 5: (False, 1.393671989440918), 6: (True, 0.3320622444152832)}",2.4246718883514404,"['2', '3', '5', '4', '8', '6', '1', '7']",206679,5,"{6: [(1, 3, 2), (2, 3, 1), (3, 5, 3), (5, 6, 4), (5, 7, 5), (5, 8, 6)], 5: [(1, 7, 5), (2, 7, 3), (4, 5, 4), (6, 7, 1), (6, 8, 2)]}"
45,"{7: (True, 0.33565711975097656), 5: (False, 1.9459149837493896), 6: (True, 0.3324270248413086)}",3.0432889461517334,"['3', '7', '5', '8', '2', '1', '6', '4']",206679,5,"{6: [(1, 3, 1), (2, 4, 3), (2, 4, 5), (3, 5, 2), (4, 7, 4), (4, 8, 6)], 5: [(1, 3, 1), (2, 7, 2), (3, 5, 4), (4, 5, 3), (4, 8, 5)]}"
46,"{7: (True, 0.4340400695800781), 5: (False, 1.414189100265503), 6: (True, 0.716245174407959)}",3.0393478870391846,"['4', '8', '6', '3', '7', '5', '2', '1']",206679,5,"{6: [(1, 8, 6), (3, 5, 3), (4, 6, 1), (4, 6, 5), (6, 7, 4), (6, 8, 2)], 5: [(1, 8, 5), (3, 5, 1), (4, 7, 2), (5, 6, 4), (7, 8, 3)]}"
47,"{7: (True, 0.30965614318847656), 5: (False, 0.7300529479980469), 6: (True, 0.3444218635559082)}",1.8615832328796387,"['8', '6', '4', '2', '7', '5', '3', '1']",206679,5,"{6: [(1, 8, 6), (2, 4, 4), (3, 4, 1), (3, 6, 5), (5, 6, 2), (5, 7, 3)], 5: [(1, 8, 5), (2, 3, 1), (3, 5, 4), (4, 6, 3), (6, 7, 2)]}"
48,"{7: (True, 0.3114817142486572), 5: (True, 0.43683505058288574), 6: (True, 0.36564087867736816), 4: (False, 0.294888973236084)}",1.9053239822387695,"['2', '4', '6', '7', '1', '5', '3', '8']",206679,4,"{6: [(1, 5, 6), (2, 4, 4), (3, 5, 1), (3, 6, 5), (4, 5, 3), (5, 7, 2)], 4: [(1, 2, 1), (2, 5, 4), (3, 7, 3), (4, 5, 2)], 5: [(1, 5, 5), (2, 3, 4), (2, 5, 3), (3, 4, 1), (4, 7, 2)]}"
49,"{7: (True, 0.3003079891204834), 5: (True, 0.3974268436431885), 6: (True, 0.8158149719238281), 4: (False, 0.2987060546875)}",2.286566972732544,"['4', '6', '1', '8', '7', '5', '3', '2']",206679,4,"{6: [(1, 3, 2), (2, 5, 1), (2, 6, 5), (3, 5, 4), (4, 5, 3), (4, 8, 6)], 4: [(1, 3, 3), (1, 5, 4), (2, 8, 1), (5, 6, 2)], 5: [(1, 3, 5), (2, 8, 4), (4, 5, 1), (5, 7, 2), (6, 8, 3)]}"
