,time_ilp,time_sat,list,num_of_operations,operations
0,13.594414949417114,5.927566051483153,"['3', '2', '6', '5', '7', '1', '4', '10', '9', '8']",4,"{8: [(1, 3, 1), (3, 5, 3), (4, 5, 6), (4, 7, 4), (5, 6, 2), (6, 7, 5), (6, 7, 7), (8, 10, 8)], 4: [(1, 3, 1), (3, 6, 2), (5, 7, 3), (8, 10, 4)], 5: [(1, 3, 1), (3, 4, 4), (3, 6, 3), (4, 7, 2), (8, 10, 5)]}"
1,1337.2584669589996,52.7287769317627,"['4', '1', '7', '10', '2', '5', '3', '9', '8', '6']",6,"{8: [(1, 3, 1), (1, 3, 4), (2, 7, 5), (3, 6, 3), (3, 7, 2), (4, 10, 8), (5, 8, 7), (7, 9, 6)], 6: [(1, 2, 6), (2, 4, 1), (3, 7, 4), (4, 9, 3), (4, 10, 5), (6, 7, 2)]}"
2,39589.53434300423,336.08965706825256,"['2', '10', '6', '1', '3', '9', '7', '5', '8', '4']",7,"{8: [(1, 3, 2), (2, 3, 1), (2, 4, 5), (2, 10, 8), (3, 8, 6), (4, 6, 7), (6, 7, 3), (7, 9, 4)], 7: [(1, 4, 7), (2, 6, 1), (3, 10, 3), (4, 6, 4), (5, 8, 2), (8, 9, 5), (8, 10, 6)]}"
3,111.94947791099548,10.547717809677122,"['6', '9', '4', '3', '2', '8', '7', '10', '1', '5']",5,"{8: [(1, 2, 1), (1, 3, 3), (2, 9, 4), (3, 6, 2), (3, 6, 6), (5, 7, 7), (7, 8, 5), (8, 10, 8)], 5: [(1, 6, 2), (2, 7, 5), (2, 10, 1), (4, 10, 3), (7, 10, 4)]}"
4,891.7036430835724,56.93685507774353,"['10', '8', '2', '7', '5', '4', '9', '1', '3', '6']",6,"{8: [(1, 7, 3), (1, 10, 5), (2, 7, 6), (2, 9, 1), (2, 10, 8), (4, 5, 2), (5, 8, 4), (6, 10, 7)], 6: [(1, 8, 6), (2, 6, 4), (3, 6, 2), (6, 7, 1), (6, 9, 3), (8, 10, 5)]}"
5,14028.798363924026,294.84248185157776,"['3', '8', '1', '7', '10', '5', '9', '4', '2', '6']",7,"{8: [(1, 3, 1), (2, 4, 4), (4, 5, 7), (4, 6, 6), (4, 8, 2), (5, 10, 8), (7, 8, 5), (7, 9, 3)], 7: [(1, 3, 2), (2, 4, 5), (4, 6, 3), (4, 6, 6), (5, 8, 4), (5, 9, 1), (5, 10, 7)]}"
6,151.36671423912048,11.825150966644287,"['6', '9', '8', '1', '7', '3', '5', '4', '2', '10']",5,"{8: [(1, 4, 8), (2, 4, 2), (3, 5, 6), (4, 7, 3), (4, 7, 7), (4, 8, 1), (5, 7, 5), (7, 9, 4)], 5: [(1, 3, 3), (2, 9, 5), (3, 5, 2), (3, 7, 4), (4, 7, 1)]}"
7,5011.676726102829,371.5297453403473,"['2', '7', '6', '4', '10', '5', '3', '9', '1', '8']",7,"{8: [(1, 2, 4), (1, 9, 5), (2, 8, 1), (2, 8, 8), (5, 6, 2), (5, 10, 6), (6, 10, 7), (8, 9, 3)], 7: [(1, 2, 5), (1, 5, 4), (1, 6, 7), (2, 8, 2), (3, 6, 3), (4, 10, 6), (6, 10, 1)]}"
8,399.7436258792877,49.40024495124817,"['4', '3', '6', '2', '7', '5', '9', '10', '8', '1']",6,"{8: [(1, 8, 1), (1, 9, 8), (2, 6, 4), (3, 7, 3), (4, 7, 6), (4, 10, 2), (7, 10, 5), (7, 10, 7)], 6: [(1, 4, 1), (3, 6, 3), (3, 7, 4), (5, 8, 2), (5, 10, 6), (7, 10, 5)]}"
9,9405.743282318115,366.60126185417175,"['10', '6', '3', '7', '9', '2', '8', '4', '1', '5']",7,"{8: [(1, 5, 4), (1, 6, 7), (1, 8, 2), (3, 8, 5), (3, 10, 3), (4, 7, 1), (5, 9, 6), (6, 9, 8)], 7: [(1, 3, 3), (1, 5, 4), (2, 8, 1), (3, 8, 6), (5, 7, 5), (5, 10, 2), (8, 9, 7)]}"
