,time_ilp,time_sat,list,num_of_operations
0,0.631321907043457,1.7825322151184082,"['4', '3', '2', '6', '7', '1', '5']",3
1,5.427635908126831,2.2802071571350098,"['3', '6', '1', '7', '2', '4', '5']",4
2,2.7950782775878906,1.1920361518859863,"['5', '4', '1', '7', '6', '2', '3']",4
3,3.1590957641601562,1.4602627754211426,"['6', '5', '2', '4', '1', '7', '3']",4
4,2.72707200050354,1.465057134628296,"['7', '6', '1', '4', '2', '3', '5']",4
5,0.06364274024963379,1.3531770706176758,"['7', '6', '5', '1', '3', '4', '2']",3
6,1.000925064086914,1.197533130645752,"['6', '5', '7', '4', '3', '1', '2']",4
7,2.621212959289551,1.5520620346069336,"['7', '6', '4', '1', '2', '5', '3']",4
8,3.0872230529785156,1.564605951309204,"['4', '3', '5', '7', '2', '1', '6']",4
9,0.9149477481842041,1.3321619033813477,"['5', '1', '6', '7', '4', '3', '2']",3
10,2.451098918914795,1.3796718120574951,"['3', '1', '2', '7', '6', '4', '5']",4
11,1.4587352275848389,1.6881582736968994,"['7', '2', '6', '1', '3', '4', '5']",3
12,1.2146270275115967,1.1111292839050293,"['5', '2', '3', '4', '6', '1', '7']",3
13,0.07368803024291992,1.4300110340118408,"['2', '1', '3', '6', '4', '7', '5']",4
14,0.34665393829345703,1.1311521530151367,"['1', '2', '5', '3', '6', '4', '7']",3
15,0.06278395652770996,0.4120898246765137,"['1', '3', '2', '4', '5', '6', '7']",1
16,2.0589921474456787,1.8047847747802732,"['4', '7', '2', '3', '6', '5', '1']",3
17,4.494246959686279,1.2779560089111328,"['7', '2', '5', '4', '1', '3', '6']",3
18,1.118985891342163,1.2571029663085938,"['4', '5', '3', '6', '7', '2', '1']",4
19,3.398721694946289,1.4876363277435305,"['1', '4', '3', '6', '2', '7', '5']",4
20,1.642777919769287,1.597464084625244,"['1', '6', '3', '2', '4', '7', '5']",3
21,1.8615858554840088,1.3648598194122314,"['4', '2', '3', '7', '5', '1', '6']",4
22,0.0876929759979248,1.250626802444458,"['3', '2', '5', '1', '4', '6', '7']",3
23,0.06800317764282227,0.9927828311920166,"['1', '5', '4', '3', '7', '6', '2']",2
24,8.07458209991455,1.4430992603302002,"['4', '2', '5', '6', '1', '7', '3']",4
25,5.272711992263794,1.3488256931304932,"['5', '1', '6', '4', '7', '2', '3']",4
26,3.5157840251922607,1.4018239974975586,"['6', '3', '4', '7', '5', '1', '2']",4
27,0.10857415199279785,1.2541179656982422,"['6', '2', '1', '4', '5', '3', '7']",3
28,0.9900801181793213,1.441051959991455,"['4', '3', '1', '5', '7', '2', '6']",4
29,4.859223127365112,1.3586900234222412,"['2', '5', '7', '1', '4', '6', '3']",4
30,6.949501991271973,1.5485408306121826,"['5', '4', '1', '3', '7', '2', '6']",4
31,1.724463939666748,1.2991399765014648,"['4', '5', '1', '2', '7', '6', '3']",3
32,2.522810220718384,1.7065086364746094,"['3', '4', '6', '2', '5', '1', '7']",3
33,1.5807161331176758,1.9799120426177976,"['4', '5', '7', '2', '1', '3', '6']",3
34,5.402437925338745,1.6161599159240725,"['3', '7', '6', '2', '4', '1', '5']",4
35,0.33513593673706055,1.3890249729156494,"['2', '1', '3', '4', '7', '5', '6']",3
36,5.351969957351685,1.7335410118103027,"['1', '3', '6', '2', '7', '5', '4']",4
37,1.2317650318145752,1.242153882980347,"['1', '5', '2', '3', '7', '6', '4']",3
38,0.8087949752807617,1.269618272781372,"['5', '2', '3', '4', '1', '7', '6']",3
39,18.180037021636963,1.4940118789672852,"['3', '1', '5', '2', '7', '4', '6']",4
40,1.887403964996338,1.4536011219024658,"['7', '2', '4', '6', '3', '5', '1']",3
41,0.6744439601898193,2.0210039615631104,"['4', '7', '3', '6', '2', '1', '5']",4
42,4.463343858718872,1.4390718936920166,"['6', '3', '2', '7', '5', '4', '1']",4
43,2.278848886489868,1.6788070201873782,"['6', '7', '4', '2', '3', '5', '1']",3
44,0.3228919506072998,1.0588772296905518,"['7', '1', '2', '3', '6', '5', '4']",3
45,0.9972591400146484,1.284038782119751,"['3', '7', '6', '5', '1', '2', '4']",3
46,0.9767379760742188,1.5989861488342283,"['7', '3', '4', '6', '2', '5', '1']",3
47,2.925229787826538,1.5503587722778318,"['5', '4', '1', '3', '7', '2', '6']",4
48,0.06040787696838379,0.8570520877838135,"['3', '4', '1', '2', '5', '6', '7']",2
49,5.445744276046753,1.4482107162475586,"['3', '7', '1', '6', '4', '2', '5']",4
50,1.3340578079223633,1.8068480491638184,"['5', '4', '3', '6', '2', '7', '1']",3
51,1.3982689380645752,1.639401912689209,"['4', '1', '3', '6', '7', '2', '5']",4
52,0.07054805755615234,1.8833780288696291,"['6', '3', '4', '2', '5', '1', '7']",2
53,3.1182050704956055,1.5379242897033691,"['1', '4', '2', '5', '3', '7', '6']",4
54,0.7442052364349365,1.048192024230957,"['1', '6', '7', '5', '4', '2', '3']",3
55,5.1526198387146,1.7303240299224854,"['3', '6', '5', '1', '7', '4', '2']",4
56,0.1954340934753418,1.3806941509246826,"['7', '4', '5', '2', '6', '3', '1']",3
57,0.3638479709625244,1.3726580142974854,"['2', '1', '3', '7', '4', '5', '6']",3
58,0.836906909942627,1.3729827404022217,"['1', '3', '2', '4', '6', '7', '5']",3
