,time_ilp,time_sat,list,num_of_operations,operations
0,0.45036792755126953,0.6544036865234375,"['1', '4', '5', '6', '3', '7', '2']",3,"{5: [(2, 3, 2), (2, 5, 1), (4, 6, 3), (5, 6, 4), (6, 7, 5)], 3: [(2, 4, 2), (2, 6, 1), (6, 7, 3)]}"
1,0.047651052474975586,0.6359539031982422,"['3', '2', '1', '4', '6', '5', '7']",2,"{5: [(1, 3, 5), (3, 5, 3), (3, 6, 1), (4, 6, 4), (5, 6, 2)], 2: [(1, 3, 2), (5, 6, 1)]}"
2,0.8027927875518799,0.6672241687774658,"['2', '1', '6', '4', '3', '7', '5']",4,"{5: [(1, 2, 5), (3, 6, 2), (4, 5, 4), (4, 6, 3), (5, 7, 1)], 4: [(1, 2, 4), (3, 5, 3), (5, 6, 2), (5, 7, 1)]}"
3,2.06259822845459,0.715893030166626,"['2', '5', '4', '7', '3', '1', '6']",4,"{5: [(1, 5, 4), (1, 6, 3), (3, 5, 1), (5, 7, 2), (5, 7, 5)], 4: [(1, 2, 1), (2, 5, 2), (4, 6, 3), (4, 7, 4)]}"
4,0.04935503005981445,0.7176337242126465,"['1', '6', '3', '4', '5', '2', '7']",2,"{5: [(1, 4, 1), (1, 4, 5), (3, 4, 3), (4, 6, 2), (4, 6, 4)], 2: [(2, 6, 2), (3, 5, 1)]}"
5,0.045057058334350586,0.6236968040466309,"['1', '5', '2', '4', '3', '6', '7']",2,"{5: [(2, 4, 3), (2, 5, 2), (3, 5, 1), (3, 5, 4), (4, 5, 5)], 2: [(2, 3, 2), (3, 5, 1)]}"
6,2.259199380874634,0.8103201389312744,"['7', '3', '5', '4', '1', '2', '6']",4,"{5: [(1, 3, 3), (1, 7, 5), (3, 5, 2), (5, 6, 1), (5, 6, 4)], 4: [(1, 3, 2), (1, 7, 4), (3, 6, 1), (4, 5, 3)]}"
7,0.308135986328125,0.842210054397583,"['5', '2', '6', '4', '1', '3', '7']",4,"{5: [(1, 5, 5), (2, 3, 3), (3, 4, 1), (3, 4, 4), (4, 6, 2)], 4: [(1, 5, 4), (2, 4, 3), (3, 6, 1), (4, 5, 2)]}"
8,2.2604739665985107,1.0283932685852049,"['3', '1', '4', '6', '7', '5', '2']",5,"{5: [(1, 3, 1), (2, 4, 3), (2, 5, 2), (4, 6, 4), (5, 7, 5)]}"
9,0.1625990867614746,0.6925890445709229,"['1', '6', '5', '4', '2', '7', '3']",3,"{5: [(2, 3, 1), (2, 4, 4), (2, 6, 3), (4, 6, 2), (6, 7, 5)], 3: [(2, 6, 1), (5, 6, 2), (6, 7, 3)]}"
