,time_ilp,time_sat,list,num_of_operations,operations
0,1881.3767750263214,23.093299150466922,"['-1', '-3', '5', '-7', '2', '-6', '-4']",7,"{13: [(1, 4, 5), (1, 6, 13), (1, 7, 2), (2, 5, 10), (2, 6, 1), (2, 6, 7), (3, 6, 11), (3, 6, 12), (3, 7, 3), (4, 5, 8), (4, 5, 9), (6, 6, 4), (6, 7, 6)], 7: [(1, 2, 4), (1, 3, 2), (1, 4, 7), (1, 7, 1), (2, 3, 3), (3, 5, 5), (4, 7, 6)], 8: [(1, 3, 8), (1, 7, 6), (2, 5, 4), (2, 6, 2), (2, 7, 5), (3, 4, 1), (3, 5, 3), (3, 7, 7)]}"
1,714.5936517715454,8.524220943450928,"['-7', '2', '-4', '-1', '5', '3', '-6']",6,"{14: [(1, 4, 13), (1, 6, 1), (2, 3, 10), (2, 7, 12), (3, 3, 9), (3, 6, 8), (4, 4, 4), (4, 5, 3), (4, 6, 5), (4, 7, 14), (6, 6, 7), (6, 7, 2), (6, 7, 6), (6, 7, 11)], 8: [(1, 7, 4), (2, 6, 5), (3, 4, 1), (4, 6, 8), (5, 5, 3), (6, 6, 2), (6, 6, 6), (6, 7, 7)], 9: [(1, 7, 2), (2, 6, 4), (3, 5, 1), (3, 5, 9), (4, 4, 3), (4, 4, 6), (4, 6, 5), (4, 7, 8), (5, 5, 7)], 6: [(1, 2, 5), (1, 4, 3), (1, 7, 6), (2, 3, 2), (2, 6, 4), (3, 4, 1)]}"
2,157.26719093322754,5.736851930618286,"['-1', '-2', '-6', '4', '5', '7', '-3']",6,"{11: [(1, 2, 7), (1, 2, 9), (1, 3, 5), (1, 4, 3), (1, 5, 4), (1, 5, 8), (1, 7, 11), (2, 5, 2), (2, 7, 6), (4, 5, 10), (4, 7, 1)], 6: [(1, 1, 1), (2, 3, 5), (2, 4, 3), (3, 4, 4), (3, 7, 2), (4, 6, 6)], 7: [(1, 2, 7), (1, 6, 4), (1, 7, 3), (2, 7, 6), (3, 6, 5), (4, 6, 1), (5, 6, 2)]}"
3,188.69391179084778,9.873450040817259,"['1', '-7', '-5', '-3', '6', '2', '-4']",6,"{13: [(1, 1, 3), (1, 2, 10), (1, 4, 4), (1, 5, 13), (1, 7, 5), (2, 6, 8), (2, 7, 12), (3, 6, 1), (4, 7, 6), (4, 7, 7), (5, 7, 2), (6, 7, 11), (7, 7, 9)], 7: [(2, 2, 1), (2, 3, 3), (2, 3, 6), (3, 4, 4), (3, 4, 7), (4, 6, 5), (4, 7, 2)], 8: [(2, 7, 3), (2, 7, 7), (3, 4, 8), (3, 5, 6), (4, 7, 2), (5, 7, 4), (6, 6, 5), (7, 7, 1)], 6: [(2, 2, 2), (2, 4, 3), (2, 5, 4), (2, 7, 6), (3, 6, 1), (5, 6, 5)]}"
4,394.58763098716736,3.036371946334839,"['-1', '6', '-7', '3', '4', '5', '2']",4,"{10: [(1, 2, 2), (1, 3, 6), (2, 2, 9), (2, 3, 5), (2, 6, 8), (2, 7, 10), (3, 6, 4), (3, 6, 7), (6, 7, 3), (7, 7, 1)], 5: [(1, 1, 2), (2, 4, 4), (3, 7, 3), (4, 7, 5), (7, 7, 1)], 6: [(1, 5, 1), (1, 6, 3), (3, 3, 5), (4, 7, 2), (6, 6, 4), (6, 6, 6)], 4: [(1, 5, 1), (1, 6, 4), (4, 7, 3), (7, 7, 2)]}"
5,945.3080010414124,23.908045053482056,"['-5', '-3', '7', '2', '1', '6', '-4']",7,"{13: [(1, 4, 5), (1, 6, 3), (1, 6, 6), (1, 7, 2), (2, 3, 7), (2, 4, 8), (4, 5, 11), (4, 6, 10), (4, 6, 12), (5, 6, 1), (5, 6, 4), (5, 6, 9), (5, 7, 13)], 7: [(1, 3, 6), (1, 7, 2), (3, 4, 4), (3, 5, 3), (3, 6, 1), (4, 6, 5), (5, 7, 7)], 8: [(1, 2, 1), (1, 4, 6), (1, 6, 4), (1, 6, 8), (2, 3, 5), (2, 7, 2), (2, 7, 7), (4, 4, 3)]}"
6,208.7561159133911,6.493396997451782,"['-6', '3', '-7', '-4', '5', '1', '2']",6,"{12: [(1, 1, 12), (1, 2, 9), (1, 5, 4), (1, 5, 8), (1, 5, 10), (1, 6, 7), (2, 2, 5), (2, 7, 11), (3, 6, 6), (3, 7, 3), (5, 6, 1), (5, 7, 2)], 6: [(1, 2, 4), (1, 7, 6), (3, 5, 1), (4, 5, 5), (4, 6, 2), (4, 7, 3)], 7: [(1, 2, 2), (1, 7, 7), (3, 5, 1), (4, 4, 5), (5, 6, 4), (5, 7, 6), (7, 7, 3)]}"
7,348.3980600833893,8.03835129737854,"['-2', '1', '-7', '-3', '-4', '-6', '5']",6,"{11: [(1, 3, 7), (2, 3, 3), (2, 3, 5), (2, 3, 8), (2, 4, 1), (2, 5, 2), (3, 3, 10), (3, 5, 4), (3, 5, 9), (4, 4, 11), (5, 7, 6)], 6: [(1, 2, 1), (2, 2, 5), (3, 4, 4), (4, 5, 3), (5, 7, 2), (7, 7, 6)], 7: [(1, 7, 5), (2, 2, 6), (2, 4, 1), (2, 5, 3), (2, 7, 4), (2, 7, 7), (3, 6, 2)]}"
8,1046.8046958446503,23.817360877990726,"['2', '-3', '-5', '-7', '4', '1', '-6']",7,"{13: [(1, 1, 13), (1, 6, 7), (2, 3, 3), (2, 3, 8), (2, 6, 4), (2, 6, 9), (2, 7, 10), (3, 7, 5), (4, 5, 12), (4, 7, 6), (5, 7, 1), (5, 7, 2), (6, 7, 11)], 7: [(1, 2, 3), (1, 4, 6), (1, 6, 4), (3, 4, 1), (4, 6, 5), (4, 7, 7), (5, 5, 2)], 8: [(1, 1, 4), (1, 2, 3), (2, 4, 7), (2, 6, 5), (4, 5, 6), (4, 5, 8), (4, 6, 2), (6, 7, 1)]}"
9,613.797269821167,18.766232967376713,"['-7', '1', '-3', '-6', '5', '4', '-2']",7,"{12: [(1, 1, 10), (1, 2, 6), (1, 3, 1), (1, 3, 7), (1, 6, 11), (1, 7, 12), (2, 2, 2), (2, 6, 3), (3, 4, 5), (3, 7, 8), (3, 7, 9), (4, 5, 4)], 7: [(1, 5, 1), (1, 5, 7), (2, 3, 4), (2, 4, 5), (3, 4, 2), (3, 6, 6), (3, 7, 3)]}"
