,elapsed_time,list,num_of_clauses,num_of_operations
0,561.3695681095123,"['12', '3', '8', '9', '5', '7', '13', '4', '10', '1', '2', '11', '6']",4174089,5
1,1414.3550012111664,"['7', '2', '13', '4', '10', '9', '11', '5', '3', '12', '6', '1', '8']",4174089,5
2,1192.4588360786438,"['11', '12', '6', '13', '8', '4', '5', '7', '9', '1', '3', '10', '2']",4174089,5
3,1099.8204951286316,"['4', '2', '13', '6', '7', '12', '1', '11', '3', '8', '10', '5', '9']",4174089,5
4,680.2682139873505,"['8', '2', '6', '5', '7', '10', '11', '13', '9', '4', '1', '3', '12']",4174089,4
5,2596.8177959918976,"['1', '7', '4', '9', '10', '13', '5', '2', '12', '6', '8', '3', '11']",4174089,5
6,3241.417608976364,"['6', '10', '12', '4', '2', '5', '11', '8', '3', '1', '13', '7', '9']",4174089,5
7,1427.0342547893524,"['5', '4', '2', '1', '6', '11', '10', '7', '3', '8', '9', '12', '13']",4174089,4
8,3524.4829230308533,"['10', '4', '6', '2', '5', '12', '11', '7', '13', '3', '1', '8', '9']",4174089,5
9,314.5916621685028,"['9', '11', '4', '7', '1', '10', '13', '12', '6', '8', '5', '3', '2']",4174089,5
