,elapsed_time,list,num_of_clauses,num_of_operations
87,0.41861915588378906,"['4', '3', '2', '5', '1']",10617,2
88,0.4577510356903076,"['4', '3', '5', '1', '2']",10617,2
89,0.41150593757629395,"['4', '3', '5', '2', '1']",10617,3
90,0.3731720447540283,"['4', '5', '1', '2', '3']",10617,2
91,0.4587559700012207,"['4', '5', '1', '3', '2']",10617,2
92,0.382000207901001,"['4', '5', '2', '1', '3']",10617,2
93,0.49461889266967773,"['4', '5', '2', '3', '1']",10617,3
94,0.5191140174865723,"['4', '5', '3', '1', '2']",10617,3
95,0.4440879821777344,"['4', '5', '3', '2', '1']",10617,2
96,0.4107949733734131,"['5', '1', '2', '3', '4']",10617,2
97,0.4040541648864746,"['5', '1', '2', '4', '3']",10617,3
98,0.4297668933868408,"['5', '1', '3', '2', '4']",10617,3
99,0.42409205436706543,"['5', '1', '3', '4', '2']",10617,3
100,0.3458230495452881,"['5', '1', '4', '2', '3']",10617,3
101,0.36614012718200684,"['5', '1', '4', '3', '2']",10617,2
102,0.4490501880645752,"['5', '2', '1', '3', '4']",10617,3
103,0.42503929138183594,"['5', '2', '1', '4', '3']",10617,2
104,0.4292778968811035,"['5', '2', '3', '1', '4']",10617,3
105,0.4250311851501465,"['5', '2', '3', '4', '1']",10617,2
106,0.41817402839660645,"['5', '2', '4', '1', '3']",10617,3
107,0.4355008602142334,"['5', '2', '4', '3', '1']",10617,3
108,0.41613197326660156,"['5', '3', '1', '2', '4']",10617,3
109,0.4270589351654053,"['5', '3', '1', '4', '2']",10617,3
110,0.4753859043121338,"['5', '3', '2', '1', '4']",10617,2
111,0.48905181884765625,"['5', '3', '2', '4', '1']",10617,3
112,0.47176218032836914,"['5', '3', '4', '1', '2']",10617,3
113,0.43074989318847656,"['5', '3', '4', '2', '1']",10617,2
114,0.3728370666503906,"['5', '4', '1', '2', '3']",10617,2
115,0.3635067939758301,"['5', '4', '1', '3', '2']",10617,3
116,0.4776582717895508,"['5', '4', '2', '1', '3']",10617,3
117,0.44399476051330566,"['5', '4', '2', '3', '1']",10617,2
118,0.49355387687683105,"['5', '4', '3', '1', '2']",10617,2
119,0.49222397804260254,"['5', '4', '3', '2', '1']",10617,1
